uriPer,labelPer,birthYear,relaType,uriOrg,labelOrg,nTypes,typesO,periods
http://www.wikidata.org/entity/Q100158636,Amanda Pritchard,1976,education,http://www.wikidata.org/entity/Q34433,University of Oxford,6,educational organization | public university | exempt charity | collegiate university | organization | higher education institution,1961-1980
http://www.wikidata.org/entity/Q100158636,Amanda Pritchard,1976,education,http://www.wikidata.org/entity/Q5316528,Durham Johnston Comprehensive School,2,secondary school | community school,1961-1980
http://www.wikidata.org/entity/Q100276124,Parag Agrawal,1984,education,http://www.wikidata.org/entity/Q41506,Stanford University,4,research university | private university | private not-for-profit educational institution | open-access publisher,1981-2000
http://www.wikidata.org/entity/Q100276124,Parag Agrawal,1984,education,http://www.wikidata.org/entity/Q4817274,Atomic Energy Central School,1,school,1981-2000
http://www.wikidata.org/entity/Q100276124,Parag Agrawal,1984,education,http://www.wikidata.org/entity/Q1661242,Indian Institute of Technology Bombay,1,institute of technology,1981-2000
http://www.wikidata.org/entity/Q100705519,Ponce,1991,education,http://www.wikidata.org/entity/Q3578313,École polytechnique universitaire de Montpellier,2,engineering college | grande école,1981-2000
http://www.wikidata.org/entity/Q100705519,Ponce,1991,education,http://www.wikidata.org/entity/Q2994588,Toulouse Regional Conservatory,5,former hospital | drama school | educational institution | conservatories with regional coverage | school building,1981-2000
http://www.wikidata.org/entity/Q100705519,Ponce,1991,education,http://www.wikidata.org/entity/Q916444,Cours Florent,2,drama school | educational institution,1981-2000
http://www.wikidata.org/entity/Q100989426,Thomas Schäfer,1970,education,http://www.wikidata.org/entity/Q317070,University of Mannheim,2,organization | public university,1961-1980
http://www.wikidata.org/entity/Q100997694,Jean-Luc Chetrit,1965,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q100997694,Jean-Luc Chetrit,1965,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q101112672,Markus Krah,1968,education,http://www.wikidata.org/entity/Q1688743,Jewish Theological Seminary of America,2,Jewish seminary | private not-for-profit educational institution,1961-1980
http://www.wikidata.org/entity/Q101112672,Markus Krah,1968,education,http://www.wikidata.org/entity/Q168000,American University,3,private not-for-profit educational institution | research university | private university,1961-1980
http://www.wikidata.org/entity/Q101112672,Markus Krah,1968,education,http://www.wikidata.org/entity/Q55044,Ludwig-Maximilians-Universität München,4,University of Excellence | public research university | comprehensive university | public university,1961-1980
http://www.wikidata.org/entity/Q101252390,Yann Bucaille-Lanrezac,1969,education,http://www.wikidata.org/entity/Q3268926,Lycée Saint-Louis-de-Gonzague,1,educational facility,1961-1980
http://www.wikidata.org/entity/Q101252390,Yann Bucaille-Lanrezac,1969,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q101252390,Yann Bucaille-Lanrezac,1969,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q101516834,Anna Ungár,1981,education,http://www.wikidata.org/entity/Q255285,Pázmány Péter Catholic University,2,Catholic university | open-access publisher,1981-2000
http://www.wikidata.org/entity/Q101627126,Marjan Rintel,1967,education,http://www.wikidata.org/entity/Q850730,University of Groningen,2,public research university | organization,1961-1980
http://www.wikidata.org/entity/Q1016446,Burkhard Hofer,1944,membership,http://www.wikidata.org/entity/Q1286330,KaV Marco-Danubia Wien,1,Studentenverbindung,1941-1960
http://www.wikidata.org/entity/Q102151010,Arancha Martínez Fernández,1984,education,http://www.wikidata.org/entity/Q846588,Reims Management School,1,business school,1981-2000
http://www.wikidata.org/entity/Q102151010,Arancha Martínez Fernández,1984,education,http://www.wikidata.org/entity/Q421739,National University of Distance Education,3,open-access publisher | university | public university,1981-2000
http://www.wikidata.org/entity/Q102151010,Arancha Martínez Fernández,1984,education,http://www.wikidata.org/entity/Q16566021,Faculty of Law (ICADE),2,faculty of law | faculty,1981-2000
http://www.wikidata.org/entity/Q102241730,Thierry Malleret,1961,education,http://www.wikidata.org/entity/Q2845896,University of Paris,3,former entity | Catholic university | university,1961-1980
http://www.wikidata.org/entity/Q102241730,Thierry Malleret,1961,education,http://www.wikidata.org/entity/Q273518,School for Advanced Studies in the Social Sciences,2,research institute | public university,1961-1980
http://www.wikidata.org/entity/Q102241730,Thierry Malleret,1961,education,http://www.wikidata.org/entity/Q2035359,St Antony's College,2,college of the University of Oxford | university building,1961-1980
http://www.wikidata.org/entity/Q102241730,Thierry Malleret,1961,membership,http://www.wikidata.org/entity/Q170418,World Economic Forum,2,organization | nonprofit organization,1961-1980
http://www.wikidata.org/entity/Q102291112,Anna-Lena Ahlström,1963,education,http://www.wikidata.org/entity/Q1279835,School of Visual Arts,3,private for-profit educational institution | university | art academy,1961-1980
http://www.wikidata.org/entity/Q102406485,Jarosław Kutyłowski,1983,education,http://www.wikidata.org/entity/Q679134,University of Paderborn,2,campus university | public university,1981-2000
http://www.wikidata.org/entity/Q102406485,Jarosław Kutyłowski,1983,education,http://www.wikidata.org/entity/Q4550025,14th High School in Wrocław,1,high school,1981-2000
http://www.wikidata.org/entity/Q102406485,Jarosław Kutyłowski,1983,education,http://www.wikidata.org/entity/Q315658,University of Wrocław,2,open-access publisher | university,1981-2000
http://www.wikidata.org/entity/Q10268487,Douglas Tavolaro,1977,education,http://www.wikidata.org/entity/Q5091543,Faculdade Cásper Líbero,5,private not-for-profit educational institution | open-access publisher | private educational institution | higher education institution | journalism school,1961-1980
http://www.wikidata.org/entity/Q10297071,Jeremy Darroch,1962,education,http://www.wikidata.org/entity/Q1474019,University of Hull,3,higher education institution | educational organization | public university,1961-1980
http://www.wikidata.org/entity/Q102981129,Bella French,1987,education,http://www.wikidata.org/entity/Q273527,HEC Montréal,2,university in Quebec | business school,1981-2000
http://www.wikidata.org/entity/Q10320897,Luiza Trajano,1948,education,http://www.wikidata.org/entity/Q10279420,Faculdade de Direito de Franca,3,educational institution | higher education institution | public educational institution,1941-1960
http://www.wikidata.org/entity/Q10342546,Otávio Florisbal,1940,education,http://www.wikidata.org/entity/Q3847972,Escola Superior de Propaganda e Marketing,5,private not-for-profit educational institution | open-access publisher | private educational institution | higher education institution | university,1921-1940
http://www.wikidata.org/entity/Q10364008,Roger Agnelli,1959,education,http://www.wikidata.org/entity/Q5508993,Fundação Armando Alvares Penteado,1,university,1941-1960
http://www.wikidata.org/entity/Q103682,Fritz Gajewski,1885,education,http://www.wikidata.org/entity/Q154804,Leipzig University,4,comprehensive university | university of applied sciences | open-access publisher | public university,1851-1900
http://www.wikidata.org/entity/Q104123785,Mikael Rautanen,1985,education,http://www.wikidata.org/entity/Q1358296,Aalto University School of Business,1,business school,1981-2000
http://www.wikidata.org/entity/Q104176089,Jane Karuku,1961,education,http://www.wikidata.org/entity/Q649998,University of Nairobi,1,university,1961-1980
http://www.wikidata.org/entity/Q104213982,Philippe Sans,1958,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1941-1960
http://www.wikidata.org/entity/Q104213982,Philippe Sans,1958,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1941-1960
http://www.wikidata.org/entity/Q104217168,Ahuva Turgeman,1962,education,http://www.wikidata.org/entity/Q7094417,Ono Academic College,1,college,1961-1980
http://www.wikidata.org/entity/Q104313232,Thierry Gharib,1964,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q104313232,Thierry Gharib,1964,education,http://www.wikidata.org/entity/Q174335,French Civil Aviation University,1,school of the French public service,1961-1980
http://www.wikidata.org/entity/Q104313232,Thierry Gharib,1964,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q1043135,Carlos Pellas Chamorro,1953,education,http://www.wikidata.org/entity/Q5142792,Colegio Centro América,1,school,1941-1960
http://www.wikidata.org/entity/Q1043135,Carlos Pellas Chamorro,1953,education,http://www.wikidata.org/entity/Q41506,Stanford University,4,research university | private university | private not-for-profit educational institution | open-access publisher,1941-1960
http://www.wikidata.org/entity/Q104417656,Emmanuel Levacher,1962,education,http://www.wikidata.org/entity/Q49088,Columbia University,5,research university | private university | Colonial Colleges | private not-for-profit educational institution | organization,1961-1980
http://www.wikidata.org/entity/Q104417656,Emmanuel Levacher,1962,education,http://www.wikidata.org/entity/Q859363,Sciences Po,5,academic publisher | grande école | organization | grand établissement | public university,1961-1980
http://www.wikidata.org/entity/Q104417656,Emmanuel Levacher,1962,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q104417656,Emmanuel Levacher,1962,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q104519812,Lin Qi,1981,education,http://www.wikidata.org/entity/Q6963688,Nanjing University of Posts and Telecommunications,1,university,1981-2000
http://www.wikidata.org/entity/Q104520996,Stephen Amoah,1970,education,http://www.wikidata.org/entity/Q3183295,University of Derby,1,public university,1961-1980
http://www.wikidata.org/entity/Q104520996,Stephen Amoah,1970,education,http://www.wikidata.org/entity/Q1654025,Kwame Nkrumah University of Science and Technology,1,public university,1961-1980
http://www.wikidata.org/entity/Q104520996,Stephen Amoah,1970,education,http://www.wikidata.org/entity/Q7098402,Opoku Ware Senior High School,5,public school | high school | educational institution | boarding school | single-sex school,1961-1980
http://www.wikidata.org/entity/Q1045681,Carsten Spohr,1966,education,http://www.wikidata.org/entity/Q309988,Karlsruhe Institute of Technology,5,University of Excellence | institute of technology | research institute | organization | public university,1961-1980
http://www.wikidata.org/entity/Q104586780,Igal Carmi,1954,education,http://www.wikidata.org/entity/Q319239,Tel Aviv University,3,open-access publisher | university | Ottoman Association,1941-1960
http://www.wikidata.org/entity/Q104586780,Igal Carmi,1954,education,http://www.wikidata.org/entity/Q49210,New York University,4,research university | private university | workplace | private not-for-profit educational institution,1941-1960
http://www.wikidata.org/entity/Q104631405,Marta Álvarez Guil,1967,education,http://www.wikidata.org/entity/Q32821,CEU San Pablo University,1,private university,1961-1980
http://www.wikidata.org/entity/Q104631405,Marta Álvarez Guil,1967,education,http://www.wikidata.org/entity/Q7748,law,1,academic discipline,1961-1980
http://www.wikidata.org/entity/Q104639301,Glenys Baldick,1954,education,http://www.wikidata.org/entity/Q6771669,Marlborough Girls' College,2,public school | secondary school,1941-1960
http://www.wikidata.org/entity/Q104758759,Bruno Tallent,1966,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q104758759,Bruno Tallent,1966,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q104760616,Valentin Sushko,1932,membership,http://www.wikidata.org/entity/Q2170942,Royal Aeronautical Society,1,professional association,1921-1940
http://www.wikidata.org/entity/Q104760616,Valentin Sushko,1932,employment,http://www.wikidata.org/entity/Q1719898,Moscow Aviation Institute,3,national research university | publishing company | open-access publisher,1921-1940
http://www.wikidata.org/entity/Q104760616,Valentin Sushko,1932,education,http://www.wikidata.org/entity/Q2387454,National Aviation University,1,university,1921-1940
http://www.wikidata.org/entity/Q104771325,Yvan Bonneton,1967,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q104771325,Yvan Bonneton,1967,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q104771325,Yvan Bonneton,1967,membership,http://www.wikidata.org/entity/Q598576,Deutsch-Französische Industrie- und Handelskammer,2,regulatory college | chamber of commerce and industry,1961-1980
http://www.wikidata.org/entity/Q104836922,Markku Moilanen,1961,education,http://www.wikidata.org/entity/Q1646874,Helsinki University of Technology,1,university,1961-1980
http://www.wikidata.org/entity/Q104958419,Michael Mendes,1963,education,http://www.wikidata.org/entity/Q174710,"University of California, Los Angeles",5,public research university | university campus | public educational institution of the United States | organization | university,1961-1980
http://www.wikidata.org/entity/Q104978342,Fincy Pierre,1991,employment,http://www.wikidata.org/entity/Q105620930,Balistrad,6,communications media | media company | mass media | organization | online newspaper | company,1981-2000
http://www.wikidata.org/entity/Q104978342,Fincy Pierre,1991,membership,http://www.wikidata.org/entity/Q125228422,SOAD Haiti,1,association,1981-2000
http://www.wikidata.org/entity/Q104978342,Fincy Pierre,1991,membership,http://www.wikidata.org/entity/Q105620930,Balistrad,6,communications media | media company | mass media | organization | online newspaper | company,1981-2000
http://www.wikidata.org/entity/Q104978342,Fincy Pierre,1991,education,http://www.wikidata.org/entity/Q16682060,Quisqueya University,1,private university,1981-2000
http://www.wikidata.org/entity/Q105037798,Philippe-Loïc Jacob,1964,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q105037798,Philippe-Loïc Jacob,1964,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q105186158,Ishmael Tetteh Aryeetey,1950,education,http://www.wikidata.org/entity/Q1249005,University of Dundee,2,public research university | university,1941-1960
http://www.wikidata.org/entity/Q105186158,Ishmael Tetteh Aryeetey,1950,education,http://www.wikidata.org/entity/Q174570,London School of Economics and Political Science,3,public research university | higher education institution | educational organization,1941-1960
http://www.wikidata.org/entity/Q105223109,Kwasi Sainti Baffoe-Bonnie,1950,education,http://www.wikidata.org/entity/Q746079,University of Cape Coast,1,public university,1941-1960
http://www.wikidata.org/entity/Q105223109,Kwasi Sainti Baffoe-Bonnie,1950,education,http://www.wikidata.org/entity/Q1075339,Ohio University,2,public educational institution of the United States | public university,1941-1960
http://www.wikidata.org/entity/Q105261874,Morgan Margolis,1966,education,http://www.wikidata.org/entity/Q5756639,High School of Performing Arts,1,high school,1961-1980
http://www.wikidata.org/entity/Q105299925,Joseph Draznin,1956,education,http://www.wikidata.org/entity/Q503415,University of Maryland,4,public research university | public educational institution of the United States | publishing company | land-grant university,1941-1960
http://www.wikidata.org/entity/Q105299925,Joseph Draznin,1956,education,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem,2,university | geographic location,1941-1960
http://www.wikidata.org/entity/Q105299925,Joseph Draznin,1956,education,http://www.wikidata.org/entity/Q591115,University of Haifa,1,public research university,1941-1960
http://www.wikidata.org/entity/Q105321085,Asunción Ruiz,1966,education,http://www.wikidata.org/entity/Q788091,Autonomous University of Madrid,2,open-access publisher | public university,1961-1980
http://www.wikidata.org/entity/Q105323523,Annica Bresky,1975,education,http://www.wikidata.org/entity/Q185246,Uppsala University,2,Swedish government agency | university,1961-1980
http://www.wikidata.org/entity/Q105335639,Barbara Belvisi,1985,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1981-2000
http://www.wikidata.org/entity/Q105335639,Barbara Belvisi,1985,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1981-2000
http://www.wikidata.org/entity/Q105392636,Xu Xiaoliang,1973,education,http://www.wikidata.org/entity/Q2034790,East China Normal University,2,higher education institution directly under Ministry of Education of the People’s Republic of China | public university,1961-1980
http://www.wikidata.org/entity/Q105394910,Bettina Ducat,1977,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q105394910,Bettina Ducat,1977,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q105394910,Bettina Ducat,1977,education,http://www.wikidata.org/entity/Q673354,University of St. Gallen,2,research university | public university,1961-1980
http://www.wikidata.org/entity/Q105575819,Bill Bayfield,1950,education,http://www.wikidata.org/entity/Q606140,University of Waikato,2,open-access publisher | public university,1941-1960
http://www.wikidata.org/entity/Q105580846,Ted Friedlander,1922,education,http://www.wikidata.org/entity/Q6247800,John McGlashan College,4,private school | state-integrated school | boarding school | secondary school,1921-1940
http://www.wikidata.org/entity/Q105646104,Christian Levin,1967,education,http://www.wikidata.org/entity/Q854280,Royal Institute of Technology,2,Swedish government agency | university,1961-1980
http://www.wikidata.org/entity/Q105647796,Stephen Bird,1967,education,http://www.wikidata.org/entity/Q1035745,Cardiff University,1,public research university,1961-1980
http://www.wikidata.org/entity/Q105693319,Laurent Prud’homme,1974,education,http://www.wikidata.org/entity/Q3268926,Lycée Saint-Louis-de-Gonzague,1,educational facility,1961-1980
http://www.wikidata.org/entity/Q105693319,Laurent Prud’homme,1974,education,http://www.wikidata.org/entity/Q55849612,Paris Cité University,1,university in France,1961-1980
http://www.wikidata.org/entity/Q105693319,Laurent Prud’homme,1974,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q105693319,Laurent Prud’homme,1974,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q105693319,Laurent Prud’homme,1974,education,http://www.wikidata.org/entity/Q662976,Panthéon-Assas University Paris,1,university in France,1961-1980
http://www.wikidata.org/entity/Q105756224,Lou Richardson,1940,membership,http://www.wikidata.org/entity/Q3351976,Omega Psi Phi,1,fraternity,1921-1940
http://www.wikidata.org/entity/Q105756224,Lou Richardson,1940,education,http://www.wikidata.org/entity/Q1797817,Hampton University,3,private not-for-profit educational institution | historically black college or university | university,1921-1940
http://www.wikidata.org/entity/Q105771371,Leonard H. Straus,1914,education,http://www.wikidata.org/entity/Q49122,Harvard Law School,3,law school | graduate school | publishing company,1901-1920
http://www.wikidata.org/entity/Q105771371,Leonard H. Straus,1914,education,http://www.wikidata.org/entity/Q499451,Rutgers University,4,public research university | sea grant institution | land-grant university | Colonial Colleges,1901-1920
http://www.wikidata.org/entity/Q105809005,Omar Berrada,1978,education,http://www.wikidata.org/entity/Q705316,IESE Business School,1,business school,1961-1980
http://www.wikidata.org/entity/Q105809005,Omar Berrada,1978,education,http://www.wikidata.org/entity/Q5413406,EU Business School,2,business school | university,1961-1980
http://www.wikidata.org/entity/Q105817026,Sall Grover,1984,education,http://www.wikidata.org/entity/Q892188,Bond University,2,open-access publisher | private university,1981-2000
http://www.wikidata.org/entity/Q105908809,Jacques Lagarde,1938,education,http://www.wikidata.org/entity/Q13371,Harvard University,4,research university | private university | Colonial Colleges | private not-for-profit educational institution,1921-1940
http://www.wikidata.org/entity/Q105908809,Jacques Lagarde,1938,employment,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1921-1940
http://www.wikidata.org/entity/Q105908809,Jacques Lagarde,1938,education,http://www.wikidata.org/entity/Q273535,HEC Paris,1,business school,1921-1940
http://www.wikidata.org/entity/Q105908809,Jacques Lagarde,1938,membership,http://www.wikidata.org/entity/Q112611146,HEC Alumni,1,organization,1921-1940
http://www.wikidata.org/entity/Q105908809,Jacques Lagarde,1938,membership,http://www.wikidata.org/entity/Q83909419,Harvard Alumni Association,1,alumni association,1921-1940
http://www.wikidata.org/entity/Q105924476,Saint-Cyr Penot,1839,employment,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1801-1850
http://www.wikidata.org/entity/Q105924476,Saint-Cyr Penot,1839,membership,http://www.wikidata.org/entity/Q21777946,Société de géographie (Lyon),1,learned society,1801-1850
http://www.wikidata.org/entity/Q105932307,Georges Coutellier,1912,employment,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1901-1920
http://www.wikidata.org/entity/Q105964680,Paul Oord,1965,education,http://www.wikidata.org/entity/Q604629,BI Norwegian Business School,2,business school | nonprofit organization,1961-1980
http://www.wikidata.org/entity/Q105994683,Maurice Pointner,1989,education,http://www.wikidata.org/entity/Q674568,Montanuniversität Leoben,1,university,1981-2000
http://www.wikidata.org/entity/Q105995048,Pascal Debruyne,1979,education,http://www.wikidata.org/entity/Q1137665,Ghent University,4,open-access publisher | organization | educational institution | public university,1961-1980
http://www.wikidata.org/entity/Q106076832,Joachim Kreuzburg,1965,education,http://www.wikidata.org/entity/Q678982,Leibniz University Hannover,2,comprehensive university | public university,1961-1980
http://www.wikidata.org/entity/Q106166620,Kristin Wallevik,1965,education,http://www.wikidata.org/entity/Q703620,Copenhagen Business School,2,open-access publisher | business school,1961-1980
http://www.wikidata.org/entity/Q106166620,Kristin Wallevik,1965,education,http://www.wikidata.org/entity/Q1946114,Middlebury Institute of International Studies at Monterey,3,private not-for-profit educational institution | university | Verwaltungshochschule,1961-1980
http://www.wikidata.org/entity/Q106238379,Deepinder Goyal,1985,education,http://www.wikidata.org/entity/Q1194650,Indian Institute of Technology Delhi,1,institute of technology,1981-2000
http://www.wikidata.org/entity/Q106252469,Gillian Greer,1944,education,http://www.wikidata.org/entity/Q492467,University of Auckland,1,public university,1941-1960
http://www.wikidata.org/entity/Q106252469,Gillian Greer,1944,employment,http://www.wikidata.org/entity/Q1150437,Victoria University of Wellington,1,public university,1941-1960
http://www.wikidata.org/entity/Q106252469,Gillian Greer,1944,education,http://www.wikidata.org/entity/Q7592914,St Cuthbert's College,4,combined school | private school | boarding school | secondary school,1941-1960
http://www.wikidata.org/entity/Q106426684,Olugbenga Agboola,1984,education,http://www.wikidata.org/entity/Q142740,MIT Sloan School of Management,3,publishing company | business school | faculty,1981-2000
http://www.wikidata.org/entity/Q106489525,Paul Hatte,1993,membership,http://www.wikidata.org/entity/Q60708123,Association des sciences po,1,organization,1981-2000
http://www.wikidata.org/entity/Q106489525,Paul Hatte,1993,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1981-2000
http://www.wikidata.org/entity/Q106489525,Paul Hatte,1993,education,http://www.wikidata.org/entity/Q3268614,Lycée Carnot,2,lycée | school building,1981-2000
http://www.wikidata.org/entity/Q106489525,Paul Hatte,1993,education,http://www.wikidata.org/entity/Q859363,Sciences Po,5,academic publisher | grande école | organization | grand établissement | public university,1981-2000
http://www.wikidata.org/entity/Q106489525,Paul Hatte,1993,education,http://www.wikidata.org/entity/Q106107980,Faculté des lettres de Sorbonne Université,2,regroupement de composantes | faculty,1981-2000
http://www.wikidata.org/entity/Q106489525,Paul Hatte,1993,education,http://www.wikidata.org/entity/Q546118,Paris-Sorbonne University - Paris IV,2,former educational institution | university in France,1981-2000
http://www.wikidata.org/entity/Q106489525,Paul Hatte,1993,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1981-2000
http://www.wikidata.org/entity/Q106595481,Marga Hoek,1965,education,http://www.wikidata.org/entity/Q214341,University of Amsterdam,2,research institute | university,1961-1980
http://www.wikidata.org/entity/Q106595481,Marga Hoek,1965,education,http://www.wikidata.org/entity/Q106661433,Q106661433,1,educational institution,1961-1980
http://www.wikidata.org/entity/Q106595481,Marga Hoek,1965,education,http://www.wikidata.org/entity/Q633529,Erasmus University Rotterdam,2,organization | public university,1961-1980
http://www.wikidata.org/entity/Q106608388,Kim Noguera Gabrielli,1980,education,http://www.wikidata.org/entity/Q55044,Ludwig-Maximilians-Universität München,4,University of Excellence | public research university | comprehensive university | public university,1961-1980
http://www.wikidata.org/entity/Q106621876,Susan Ruzenski,2000,education,http://www.wikidata.org/entity/Q49210,New York University,4,research university | private university | workplace | private not-for-profit educational institution,1981-2000
http://www.wikidata.org/entity/Q106621876,Susan Ruzenski,2000,education,http://www.wikidata.org/entity/Q7691246,Teachers College,3,private not-for-profit educational institution | open-access publisher | school of education,1981-2000
http://www.wikidata.org/entity/Q106621876,Susan Ruzenski,2000,education,http://www.wikidata.org/entity/Q5302745,Dowling College,1,private not-for-profit educational institution,1981-2000
http://www.wikidata.org/entity/Q106648106,Joseph Aliganyira,1986,education,http://www.wikidata.org/entity/Q4746980,"Amity University, Noida",2,engineering college | state private university,1981-2000
http://www.wikidata.org/entity/Q106648106,Joseph Aliganyira,1986,education,http://www.wikidata.org/entity/Q2473859,Uganda Christian University,2,church college | university,1981-2000
http://www.wikidata.org/entity/Q106697882,Hera Hussain,1989,education,http://www.wikidata.org/entity/Q192775,University of Glasgow,2,public research university | open-access publisher,1981-2000
http://www.wikidata.org/entity/Q106729089,Joaquín García Rico,1973,education,http://www.wikidata.org/entity/Q682316,Esade,2,private educational institution | business school,1961-1980
http://www.wikidata.org/entity/Q106729089,Joaquín García Rico,1973,education,http://www.wikidata.org/entity/Q2303432,University of Oviedo,3,open-access publisher | organization | public university,1961-1980
http://www.wikidata.org/entity/Q106765842,Furkan Contar,1995,education,http://www.wikidata.org/entity/Q483758,Anadolu University,2,open-access publisher | public university,1981-2000
http://www.wikidata.org/entity/Q106765842,Furkan Contar,1995,education,http://www.wikidata.org/entity/Q1922090,Mersin University,2,open-access publisher | public university,1981-2000
http://www.wikidata.org/entity/Q1067999,Chase G. Woodhouse,1890,education,http://www.wikidata.org/entity/Q201492,McGill University,3,public research university | university in Quebec | open-access publisher,1851-1900
http://www.wikidata.org/entity/Q1067999,Chase G. Woodhouse,1890,employment,http://www.wikidata.org/entity/Q1797448,Connecticut College,3,liberal arts college | private not-for-profit educational institution | school,1851-1900
http://www.wikidata.org/entity/Q1067999,Chase G. Woodhouse,1890,education,http://www.wikidata.org/entity/Q131252,University of Chicago,3,private not-for-profit educational institution | research university | private university,1851-1900
http://www.wikidata.org/entity/Q1067999,Chase G. Woodhouse,1890,employment,http://www.wikidata.org/entity/Q49204,Smith College,3,university | women's college | private not-for-profit educational institution,1851-1900
http://www.wikidata.org/entity/Q1067999,Chase G. Woodhouse,1890,education,http://www.wikidata.org/entity/Q30598117,Science Hill School,2,school building | school,1851-1900
http://www.wikidata.org/entity/Q1067999,Chase G. Woodhouse,1890,education,http://www.wikidata.org/entity/Q20266894,University of Berlin,1,university,1851-1900
http://www.wikidata.org/entity/Q106805862,Valérie Baudson,1971,education,http://www.wikidata.org/entity/Q273535,HEC Paris,1,business school,1961-1980
http://www.wikidata.org/entity/Q106805862,Valérie Baudson,1971,membership,http://www.wikidata.org/entity/Q112611146,HEC Alumni,1,organization,1961-1980
http://www.wikidata.org/entity/Q106952452,George A Howard,1966,education,http://www.wikidata.org/entity/Q192334,University of North Carolina at Chapel Hill,2,public research university | public educational institution of the United States,1961-1980
http://www.wikidata.org/entity/Q106952452,George A Howard,1966,education,http://www.wikidata.org/entity/Q7989734,Westtown School,1,school,1961-1980
http://www.wikidata.org/entity/Q106986488,Yussuf Nuhu,1948,education,http://www.wikidata.org/entity/Q3510662,Agaie,1,local government area of Nigeria,1941-1960
http://www.wikidata.org/entity/Q107100317,Q107100317,1977,education,http://www.wikidata.org/entity/Q2904541,College of Management Academic Studies,2,college | publishing company,1961-1980
http://www.wikidata.org/entity/Q107110600,Chrysanthos Savvides,1971,education,http://www.wikidata.org/entity/Q1474656,Athens University of Economics and Business,1,university,1961-1980
http://www.wikidata.org/entity/Q107110600,Chrysanthos Savvides,1971,education,http://www.wikidata.org/entity/Q1333399,University of Leicester,4,open-access publisher | higher education institution | educational organization | university,1961-1980
http://www.wikidata.org/entity/Q107192845,Nicolas Piccato,1973,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q107192845,Nicolas Piccato,1973,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q107270919,Yair Hirsch,1976,education,http://www.wikidata.org/entity/Q1124657,Bar-Ilan University,2,public research university | academic publisher,1961-1980
http://www.wikidata.org/entity/Q107364104,Nicolas Julia,1986,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1981-2000
