uriPer,labelPer,birthYear,relaType,uriOrg,labelOrg,nTypes,typesO,periods
http://www.wikidata.org/entity/Q33110014,François Jackow,1969,education,http://www.wikidata.org/entity/Q83259,École Normale Supérieure,2,école normale supérieure | organization,1961-1980
http://www.wikidata.org/entity/Q33110014,François Jackow,1969,education,http://www.wikidata.org/entity/Q13371,Harvard University,4,research university | private university | Colonial Colleges | private not-for-profit educational institution,1961-1980
http://www.wikidata.org/entity/Q33110014,François Jackow,1969,education,http://www.wikidata.org/entity/Q1110030,Collège des ingénieurs,1,educational institution,1961-1980
http://www.wikidata.org/entity/Q33110507,Michaël Bertini,1979,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q33110507,Michaël Bertini,1979,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q33110507,Michaël Bertini,1979,education,http://www.wikidata.org/entity/Q980688,Paris 12 University,1,university in France,1961-1980
http://www.wikidata.org/entity/Q33111424,Gilles Alix,1958,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1941-1960
http://www.wikidata.org/entity/Q33111424,Gilles Alix,1958,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1941-1960
http://www.wikidata.org/entity/Q33112105,Yann Gontard,1965,education,http://www.wikidata.org/entity/Q273642,ESSEC Business School,1,business school,1961-1980
http://www.wikidata.org/entity/Q33112105,Yann Gontard,1965,education,http://www.wikidata.org/entity/Q273535,HEC Paris,1,business school,1961-1980
http://www.wikidata.org/entity/Q33112105,Yann Gontard,1965,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q33112105,Yann Gontard,1965,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q33112797,Barnabé Wayser,1981,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1981-2000
http://www.wikidata.org/entity/Q33112797,Barnabé Wayser,1981,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1981-2000
http://www.wikidata.org/entity/Q33113035,Bernard Reybier,1952,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1941-1960
http://www.wikidata.org/entity/Q33113035,Bernard Reybier,1952,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1941-1960
http://www.wikidata.org/entity/Q33113340,Guillaume de Menthon,1969,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q33113340,Guillaume de Menthon,1969,education,http://www.wikidata.org/entity/Q2983698,Collège Stanislas de Paris,1,school,1961-1980
http://www.wikidata.org/entity/Q33113340,Guillaume de Menthon,1969,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q33113340,Guillaume de Menthon,1969,education,http://www.wikidata.org/entity/Q999763,University of Paris 1 Pantheon-Sorbonne,1,university in France,1961-1980
http://www.wikidata.org/entity/Q33113361,Dominique Maupu,1963,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q33113361,Dominique Maupu,1963,education,http://www.wikidata.org/entity/Q859363,Sciences Po,5,academic publisher | grande école | organization | grand établissement | public university,1961-1980
http://www.wikidata.org/entity/Q33113361,Dominique Maupu,1963,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q33113436,Gilles Mollard,1959,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1941-1960
http://www.wikidata.org/entity/Q33113436,Gilles Mollard,1959,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1941-1960
http://www.wikidata.org/entity/Q33113980,Vincent Huguenin,1954,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1941-1960
http://www.wikidata.org/entity/Q33113980,Vincent Huguenin,1954,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1941-1960
http://www.wikidata.org/entity/Q33114467,Franck Debauge,1962,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q33114467,Franck Debauge,1962,education,http://www.wikidata.org/entity/Q3151896,"IAE Lyon, University of Lyon School Management",1,higher education institution,1961-1980
http://www.wikidata.org/entity/Q33114467,Franck Debauge,1962,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q33120230,Guillaume Gibault,1985,membership,http://www.wikidata.org/entity/Q112611146,HEC Alumni,1,organization,1981-2000
http://www.wikidata.org/entity/Q33120230,Guillaume Gibault,1985,education,http://www.wikidata.org/entity/Q273535,HEC Paris,1,business school,1981-2000
http://www.wikidata.org/entity/Q33120436,Marc Rennard,1957,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1941-1960
http://www.wikidata.org/entity/Q33120436,Marc Rennard,1957,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1941-1960
http://www.wikidata.org/entity/Q33122225,René Aubertin,1951,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1941-1960
http://www.wikidata.org/entity/Q33122225,René Aubertin,1951,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1941-1960
http://www.wikidata.org/entity/Q33122699,Ivana Vukadin,1990,education,http://www.wikidata.org/entity/Q12631009,"Faculty of Philosophy, University of Mostar",2,university | faculty,1981-2000
http://www.wikidata.org/entity/Q33134685,Daniel Zhang,1972,education,http://www.wikidata.org/entity/Q6129947,Shanghai University of Finance and Economics,2,higher education institution directly under Ministry of Education of the People’s Republic of China | university,1961-1980
http://www.wikidata.org/entity/Q33136125,Laurent Colette,1962,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q33136125,Laurent Colette,1962,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q33137379,Bruno Jauffret,1974,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q33137379,Bruno Jauffret,1974,education,http://www.wikidata.org/entity/Q1558586,Hanken School of Economics,3,graduate school | business school | public university,1961-1980
http://www.wikidata.org/entity/Q33137379,Bruno Jauffret,1974,education,http://www.wikidata.org/entity/Q3269149,Lycée privé Notre-Dame-du-Grandchamp,1,educational facility,1961-1980
http://www.wikidata.org/entity/Q33137379,Bruno Jauffret,1974,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q33138006,Joëlle Pellegrin,1961,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q33138006,Joëlle Pellegrin,1961,education,http://www.wikidata.org/entity/Q1546437,Paris Dauphine University,2,grand établissement | university in France,1961-1980
http://www.wikidata.org/entity/Q33138006,Joëlle Pellegrin,1961,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q33140057,Annick Pichavant-Ruty,1958,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1941-1960
http://www.wikidata.org/entity/Q33140057,Annick Pichavant-Ruty,1958,education,http://www.wikidata.org/entity/Q273539,"École européenne de chimie, polymères et matériaux",2,grande école | national higher engineering school,1941-1960
http://www.wikidata.org/entity/Q33140057,Annick Pichavant-Ruty,1958,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1941-1960
http://www.wikidata.org/entity/Q33140907,Philippe Klocanas,1961,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q33140907,Philippe Klocanas,1961,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q33141056,Gaétan de L'Hermite,1973,education,http://www.wikidata.org/entity/Q3268926,Lycée Saint-Louis-de-Gonzague,1,educational facility,1961-1980
http://www.wikidata.org/entity/Q33141056,Gaétan de L'Hermite,1973,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q33141056,Gaétan de L'Hermite,1973,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q33144037,Michel Finance,1957,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1941-1960
http://www.wikidata.org/entity/Q33144037,Michel Finance,1957,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1941-1960
http://www.wikidata.org/entity/Q33154873,Rodin Randriambololona,1971,employment,http://www.wikidata.org/entity/Q173395,Cisco,4,business | organization | public company | enterprise,1961-1980
http://www.wikidata.org/entity/Q33154873,Rodin Randriambololona,1971,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q33154873,Rodin Randriambololona,1971,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q33158035,Guillaume Faury,1968,education,http://www.wikidata.org/entity/Q3151889,IAE Aix-en-Provence,1,academic institution,1961-1980
http://www.wikidata.org/entity/Q33158035,Guillaume Faury,1968,education,http://www.wikidata.org/entity/Q155446,Institut Supérieur de l'Aéronautique et de l'Espace,1,engineering college,1961-1980
http://www.wikidata.org/entity/Q33158035,Guillaume Faury,1968,education,http://www.wikidata.org/entity/Q273626,École polytechnique,1,engineering college,1961-1980
http://www.wikidata.org/entity/Q33159701,Pascale Alvanitakis-Guély,1965,education,http://www.wikidata.org/entity/Q750066,Aston University,3,higher education institution | educational organization | public university,1961-1980
http://www.wikidata.org/entity/Q33159701,Pascale Alvanitakis-Guély,1965,education,http://www.wikidata.org/entity/Q4810950,Aston Business School,1,business school,1961-1980
http://www.wikidata.org/entity/Q33159701,Pascale Alvanitakis-Guély,1965,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q33159701,Pascale Alvanitakis-Guély,1965,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q33179634,Emmanuel Danan,1976,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q33179634,Emmanuel Danan,1976,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q33179634,Emmanuel Danan,1976,education,http://www.wikidata.org/entity/Q3268806,Lycée Lavoisier,1,educational facility,1961-1980
http://www.wikidata.org/entity/Q33179634,Emmanuel Danan,1976,education,http://www.wikidata.org/entity/Q859363,Sciences Po,5,academic publisher | grande école | organization | grand établissement | public university,1961-1980
http://www.wikidata.org/entity/Q33182243,Guillaume Descotte,1977,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q33182243,Guillaume Descotte,1977,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q33183646,Dominique Thillaud,1968,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q33183646,Dominique Thillaud,1968,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q33183646,Dominique Thillaud,1968,education,http://www.wikidata.org/entity/Q1665124,ISC paris business school,1,business school,1961-1980
http://www.wikidata.org/entity/Q3318591,Mohamed Horani,1953,education,http://www.wikidata.org/entity/Q2737222,National Institute of Statistics and Applied Economics,3,research institute | grande école | higher education institution,1941-1960
http://www.wikidata.org/entity/Q33197585,Olivier Brourhant,1974,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q33197585,Olivier Brourhant,1974,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q33197585,Olivier Brourhant,1974,education,http://www.wikidata.org/entity/Q1633859,Institut National des Sciences Appliquées de Lyon,1,grande école,1961-1980
http://www.wikidata.org/entity/Q33206589,Quentin Beriot,1972,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q33206589,Quentin Beriot,1972,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q33206589,Quentin Beriot,1972,education,http://www.wikidata.org/entity/Q3151887,Institut d'Administration des Entreprises,1,academic institution,1961-1980
http://www.wikidata.org/entity/Q33206589,Quentin Beriot,1972,education,http://www.wikidata.org/entity/Q3117441,INSEEC School of Business and Economics,2,grande école | business school,1961-1980
http://www.wikidata.org/entity/Q33206589,Quentin Beriot,1972,education,http://www.wikidata.org/entity/Q3151959,Grenoble Institute of Political Studies,2,grande école | Institut d'études politiques,1961-1980
http://www.wikidata.org/entity/Q33206589,Quentin Beriot,1972,education,http://www.wikidata.org/entity/Q1546437,Paris Dauphine University,2,grand établissement | university in France,1961-1980
http://www.wikidata.org/entity/Q33206768,Marc-Antoine Olive,1976,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q33206768,Marc-Antoine Olive,1976,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q33211887,Jacques Bungert,1966,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q33211887,Jacques Bungert,1966,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q332226,Lorenzo Zambrano,1944,education,http://www.wikidata.org/entity/Q1343885,Monterrey Institute of Technology and Higher Education,5,high school | private not-for-profit educational institution | open-access publisher | research university | private university,1941-1960
http://www.wikidata.org/entity/Q332226,Lorenzo Zambrano,1944,education,http://www.wikidata.org/entity/Q41506,Stanford University,4,research university | private university | private not-for-profit educational institution | open-access publisher,1941-1960
http://www.wikidata.org/entity/Q332226,Lorenzo Zambrano,1944,education,http://www.wikidata.org/entity/Q1413558,Stanford Graduate School of Business,3,graduate school | organization | business school,1941-1960
http://www.wikidata.org/entity/Q33223301,Henri Tripard,1959,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1941-1960
http://www.wikidata.org/entity/Q33223301,Henri Tripard,1959,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1941-1960
http://www.wikidata.org/entity/Q33226926,Alexandre Mulliez,1986,membership,http://www.wikidata.org/entity/Q743182,Association Familiale Mulliez,2,organization | groupement d'intérêt économique,1981-2000
http://www.wikidata.org/entity/Q33226926,Alexandre Mulliez,1986,education,http://www.wikidata.org/entity/Q3152818,Institution Saint-Jean de Douai,1,educational facility,1981-2000
http://www.wikidata.org/entity/Q33226926,Alexandre Mulliez,1986,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1981-2000
http://www.wikidata.org/entity/Q33226926,Alexandre Mulliez,1986,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1981-2000
http://www.wikidata.org/entity/Q33227883,Vincent Bedouin,1975,education,http://www.wikidata.org/entity/Q500740,Lille University of Science and Technology,3,open-access publisher | higher education institution | university in France,1961-1980
http://www.wikidata.org/entity/Q33227883,Vincent Bedouin,1975,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q33227883,Vincent Bedouin,1975,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q33229148,Alexandre Popoff,1961,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q33229148,Alexandre Popoff,1961,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q33240253,Marc Ouayoun,1971,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q33240253,Marc Ouayoun,1971,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q33242765,Jean-Charles Potelle,1965,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q33242765,Jean-Charles Potelle,1965,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q33248539,Stéphane Corteel,1972,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q33248539,Stéphane Corteel,1972,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q33248539,Stéphane Corteel,1972,education,http://www.wikidata.org/entity/Q999763,University of Paris 1 Pantheon-Sorbonne,1,university in France,1961-1980
http://www.wikidata.org/entity/Q33261694,Alice Zagury,1984,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1981-2000
http://www.wikidata.org/entity/Q33261694,Alice Zagury,1984,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1981-2000
http://www.wikidata.org/entity/Q33269729,Christophe Plonévez,1958,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1941-1960
http://www.wikidata.org/entity/Q33269729,Christophe Plonévez,1958,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1941-1960
http://www.wikidata.org/entity/Q33269729,Christophe Plonévez,1958,education,http://www.wikidata.org/entity/Q1633859,Institut National des Sciences Appliquées de Lyon,1,grande école,1941-1960
http://www.wikidata.org/entity/Q33278592,François Bergerault,1976,education,http://www.wikidata.org/entity/Q1155944,Paris Descartes University,2,public research university | university in France,1961-1980
http://www.wikidata.org/entity/Q33278592,François Bergerault,1976,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q33278592,François Bergerault,1976,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q33279468,Hubert de Roquefeuil,1967,education,http://www.wikidata.org/entity/Q3152468,Institut Polytechnique UniLaSalle,2,engineering college | grande école,1961-1980
http://www.wikidata.org/entity/Q33279468,Hubert de Roquefeuil,1967,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q33279468,Hubert de Roquefeuil,1967,education,http://www.wikidata.org/entity/Q5182093,Cranfield School of Management,1,business school,1961-1980
http://www.wikidata.org/entity/Q33279468,Hubert de Roquefeuil,1967,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q33285153,Maxime Aiach,1962,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q33285153,Maxime Aiach,1962,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q3369351,Patrick Collard,1953,education,http://www.wikidata.org/entity/Q2945378,Centre de perfectionnement aux affaires,1,higher education institution,1941-1960
http://www.wikidata.org/entity/Q3369351,Patrick Collard,1953,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1941-1960
http://www.wikidata.org/entity/Q3369351,Patrick Collard,1953,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1941-1960
http://www.wikidata.org/entity/Q3376367,Pete Cashmore,1985,education,http://www.wikidata.org/entity/Q4854061,Banchory Academy,1,secondary school,1981-2000
http://www.wikidata.org/entity/Q3383424,Pierre-Olivier Beckers,1960,membership,http://www.wikidata.org/entity/Q40970,International Olympic Committee,3,nonprofit organization | non-governmental organization | international sport governing body,1941-1960
http://www.wikidata.org/entity/Q3383424,Pierre-Olivier Beckers,1960,education,http://www.wikidata.org/entity/Q49126,Harvard Business School,2,business school | organization,1941-1960
http://www.wikidata.org/entity/Q3383424,Pierre-Olivier Beckers,1960,education,http://www.wikidata.org/entity/Q3264056,Louvain School of Management,1,faculty,1941-1960
http://www.wikidata.org/entity/Q3383424,Pierre-Olivier Beckers,1960,education,http://www.wikidata.org/entity/Q13371,Harvard University,4,research university | private university | Colonial Colleges | private not-for-profit educational institution,1941-1960
http://www.wikidata.org/entity/Q3385672,Pierre Karl Péladeau,1961,education,http://www.wikidata.org/entity/Q1634522,Université du Québec à Montréal,2,university in Quebec | autonomous university,1961-1980
http://www.wikidata.org/entity/Q3385672,Pierre Karl Péladeau,1961,education,http://www.wikidata.org/entity/Q3064263,Faculté de droit de l'Université de Montréal,2,faculty of law | law school,1961-1980
http://www.wikidata.org/entity/Q3385672,Pierre Karl Péladeau,1961,education,http://www.wikidata.org/entity/Q2983603,Collège Jean-de-Brébeuf,2,high school | CEGEP,1961-1980
http://www.wikidata.org/entity/Q33977759,William Sachiti,1985,education,http://www.wikidata.org/entity/Q182477,Nvidia,2,business | public company,1981-2000
http://www.wikidata.org/entity/Q33977759,William Sachiti,1985,education,http://www.wikidata.org/entity/Q174570,London School of Economics and Political Science,3,public research university | higher education institution | educational organization,1981-2000
http://www.wikidata.org/entity/Q33977759,William Sachiti,1985,education,http://www.wikidata.org/entity/Q319761,Aberystwyth University,2,charitable organization | public university,1981-2000
http://www.wikidata.org/entity/Q33977759,William Sachiti,1985,education,http://www.wikidata.org/entity/Q160302,University of Edinburgh,4,ancient university | open-access publisher | organization | public university,1981-2000
http://www.wikidata.org/entity/Q3434635,Robert Bouvard,1901,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1901-1920
http://www.wikidata.org/entity/Q3434635,Robert Bouvard,1901,education,http://www.wikidata.org/entity/Q48740223,Sainte Marie La Grand’Grange,1,school,1901-1920
http://www.wikidata.org/entity/Q3434635,Robert Bouvard,1901,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1901-1920
http://www.wikidata.org/entity/Q3434635,Robert Bouvard,1901,education,http://www.wikidata.org/entity/Q3152280,Q3152280,1,regulatory college,1901-1920
http://www.wikidata.org/entity/Q3435195,Bob Galvin,1922,education,http://www.wikidata.org/entity/Q178848,University of Notre Dame,5,academic publisher | Catholic university | private not-for-profit educational institution | open-access publisher | private university,1921-1940
http://www.wikidata.org/entity/Q3435195,Bob Galvin,1922,membership,http://www.wikidata.org/entity/Q463303,American Academy of Arts and Sciences,3,academic publisher | learned society | nonprofit organization,1921-1940
http://www.wikidata.org/entity/Q3438288,Rodolphe Belmer,1969,education,http://www.wikidata.org/entity/Q273535,HEC Paris,1,business school,1961-1980
http://www.wikidata.org/entity/Q3438288,Rodolphe Belmer,1969,education,http://www.wikidata.org/entity/Q2383228,Lycée Kléber,1,educational facility,1961-1980
http://www.wikidata.org/entity/Q3438288,Rodolphe Belmer,1969,membership,http://www.wikidata.org/entity/Q112611146,HEC Alumni,1,organization,1961-1980
http://www.wikidata.org/entity/Q3438288,Rodolphe Belmer,1969,education,http://www.wikidata.org/entity/Q271,Prytanée National Militaire,2,military school | national school,1961-1980
http://www.wikidata.org/entity/Q3443484,John W. Thompson,1949,membership,http://www.wikidata.org/entity/Q16151590,Kappa Alpha Psi,1,fraternity,1941-1960
http://www.wikidata.org/entity/Q3443484,John W. Thompson,1949,education,http://www.wikidata.org/entity/Q49108,Massachusetts Institute of Technology,6,university | Institute of Technology | academic publisher | space grant institution | institute of technology | private not-for-profit educational institution,1941-1960
http://www.wikidata.org/entity/Q3443484,John W. Thompson,1949,education,http://www.wikidata.org/entity/Q1430048,Florida A&M University,4,public educational institution of the United States | historically black college or university | university | land-grant university,1941-1960
http://www.wikidata.org/entity/Q3443484,John W. Thompson,1949,education,http://www.wikidata.org/entity/Q798129,Bachelor in Business Administration,1,academic degree,1941-1960
http://www.wikidata.org/entity/Q3443484,John W. Thompson,1949,education,http://www.wikidata.org/entity/Q2294287,Sloan Fellows Program,1,business school,1941-1960
http://www.wikidata.org/entity/Q3443484,John W. Thompson,1949,education,http://www.wikidata.org/entity/Q142740,MIT Sloan School of Management,3,publishing company | business school | faculty,1941-1960
http://www.wikidata.org/entity/Q3470843,Samir Khan,1985,education,http://www.wikidata.org/entity/Q7946027,W. Tresper Clarke High School,1,high school,1981-2000
http://www.wikidata.org/entity/Q348874,Alan Mulally,1945,education,http://www.wikidata.org/entity/Q52413,University of Kansas,4,public research university | public educational institution of the United States | publishing company | open-access publisher,1941-1960
http://www.wikidata.org/entity/Q348874,Alan Mulally,1945,education,http://www.wikidata.org/entity/Q6504151,Lawrence High School,1,high school,1941-1960
http://www.wikidata.org/entity/Q348874,Alan Mulally,1945,education,http://www.wikidata.org/entity/Q49108,Massachusetts Institute of Technology,6,university | Institute of Technology | academic publisher | space grant institution | institute of technology | private not-for-profit educational institution,1941-1960
http://www.wikidata.org/entity/Q348874,Alan Mulally,1945,education,http://www.wikidata.org/entity/Q2294287,Sloan Fellows Program,1,business school,1941-1960
http://www.wikidata.org/entity/Q348874,Alan Mulally,1945,education,http://www.wikidata.org/entity/Q142740,MIT Sloan School of Management,3,publishing company | business school | faculty,1941-1960
http://www.wikidata.org/entity/Q3490861,Sophie Boissard,1970,education,http://www.wikidata.org/entity/Q83259,École Normale Supérieure,2,école normale supérieure | organization,1961-1980
http://www.wikidata.org/entity/Q3490861,Sophie Boissard,1970,education,http://www.wikidata.org/entity/Q273579,École nationale d'administration,1,école d'application,1961-1980
http://www.wikidata.org/entity/Q3490861,Sophie Boissard,1970,education,http://www.wikidata.org/entity/Q859363,Sciences Po,5,academic publisher | grande école | organization | grand établissement | public university,1961-1980
http://www.wikidata.org/entity/Q3497982,Stefano Pessina,1941,education,http://www.wikidata.org/entity/Q392904,Polytechnic University of Milan,2,institute of technology | organization,1941-1960
http://www.wikidata.org/entity/Q3498872,Steve Burke,1958,education,http://www.wikidata.org/entity/Q1191335,Colgate University,3,liberal arts college | private not-for-profit educational institution | private university,1941-1960
http://www.wikidata.org/entity/Q3498872,Steve Burke,1958,education,http://www.wikidata.org/entity/Q49126,Harvard Business School,2,business school | organization,1941-1960
http://www.wikidata.org/entity/Q3498872,Steve Burke,1958,education,http://www.wikidata.org/entity/Q13371,Harvard University,4,research university | private university | Colonial Colleges | private not-for-profit educational institution,1941-1960
http://www.wikidata.org/entity/Q3503829,Sundar Pichai,1972,education,http://www.wikidata.org/entity/Q41506,Stanford University,4,research university | private university | private not-for-profit educational institution | open-access publisher,1961-1980
http://www.wikidata.org/entity/Q3503829,Sundar Pichai,1972,education,http://www.wikidata.org/entity/Q7913984,Vanavani Matriculation Higher Secondary School,1,school,1961-1980
