,personUri,personLabel,birthYear,gender,countries,continents,occupations
1278,http://www.wikidata.org/entity/Q6863702,Q6863702,1953,male,Israel,Asia,"manager, chief executive officer, military officer"
1279,http://www.wikidata.org/entity/Q16731254,Ralph S. Larsen,1938,male,United States,North America,"manager, chief executive officer"
1280,http://www.wikidata.org/entity/Q22833426,Jennifer Childs-Roshak,1960,female,United States,North America,chief executive officer
1281,http://www.wikidata.org/entity/Q21535528,Falz,1990,male,Nigeria,Africa,"songwriter, chief executive officer, comedian, singer, lawyer, actor"
1282,http://www.wikidata.org/entity/Q16240760,Aryeh Bourkoff,1972,male,United States,North America,"business executive, chief executive officer, chairperson, businessperson"
1283,http://www.wikidata.org/entity/Q132719806,Pierre Garonnaire,1985,male,France,Europe,"businessperson, chief executive officer, entrepreneur"
1284,http://www.wikidata.org/entity/Q19840387,Shalini Mahtani,1972,female,United Kingdom,Europe,chief executive officer
1285,http://www.wikidata.org/entity/Q57696096,Ties Carlier,1978,male,Kingdom of the Netherlands,Europe,"chief executive officer, entrepreneur"
1286,http://www.wikidata.org/entity/Q17180701,Cindy Kiro,1958,female,New Zealand,Oceania,"academic, university teacher, chief executive officer"
1287,http://www.wikidata.org/entity/Q7054150,Lena Kreindlin,1962,female,Israel,Asia,"educator, chief executive officer"
1288,http://www.wikidata.org/entity/Q15728648,Marcelo Claure,1970,male,Bolivia,South America,chief executive officer
1289,http://www.wikidata.org/entity/Q109334480,Marc du Bois,1963,male,Belgium,Europe,"chief executive officer, entrepreneur"
1290,http://www.wikidata.org/entity/Q17411687,Meris Wiryadi,1958,male,Indonesia,Asia,"commissioner, director, chief executive officer"
1291,http://www.wikidata.org/entity/Q5364968,Ellen Pao,1970,female,United States,North America,"director, chief executive officer, businessperson, lawyer, writer"
1292,http://www.wikidata.org/entity/Q6229104,John Delaney,1967,male,Ireland,Europe,"chief executive officer, businessperson"
1293,http://www.wikidata.org/entity/Q9000717,Lei Jun,1969,male,People's Republic of China,Asia,"chief executive officer, entrepreneur, politician, engineer, businessperson"
1294,http://www.wikidata.org/entity/Q18221241,Oliver Bäte,1965,male,Germany,Europe,"business executive, manager, chief executive officer"
1295,http://www.wikidata.org/entity/Q106805862,Valérie Baudson,1971,female,France,Europe,chief executive officer
1296,http://www.wikidata.org/entity/Q11905902,Antoni Negre i Villavecchia,1931,male,Spain,Europe,"chief executive officer, economist, businessperson"
1297,http://www.wikidata.org/entity/Q117021824,Jens Haugland,1983,male,Norway,Europe,chief executive officer
1298,http://www.wikidata.org/entity/Q128573847,Alexandre Prot,1982,male,France,Europe,chief executive officer
1299,http://www.wikidata.org/entity/Q67621760,Camilla Gregersen,1976,female,Kingdom of Denmark,Europe,chief executive officer
1300,http://www.wikidata.org/entity/Q30323681,Raelene Castle,1970,female,New Zealand,Oceania,chief executive officer
1301,http://www.wikidata.org/entity/Q126884211,Avraham Natan,1948,male,Israel,Asia,"director, chief executive officer"
1302,http://www.wikidata.org/entity/Q4056666,Gavriil Agarkov,1905,male,Soviet Union,"Europe, Asia",chief executive officer
1303,http://www.wikidata.org/entity/Q16131016,Q16131016,1936,male,Israel,Asia,"manager, chief executive officer"
1304,http://www.wikidata.org/entity/Q57313868,Margaret Kouvelis,1949,female,New Zealand,Oceania,chief executive officer
1305,http://www.wikidata.org/entity/Q62745324,Djamel Agaoua,1969,male,France,Europe,"business executive, chief executive officer, entrepreneur"
1306,http://www.wikidata.org/entity/Q63014972,Tex Keith,1997,male,United States,North America,"chief executive officer, entrepreneur"
1307,http://www.wikidata.org/entity/Q110778693,Randall Newman,1999,male,Botswana,Africa,"businessperson, chief executive officer, entrepreneur"
1308,http://www.wikidata.org/entity/Q131106008,Thierry Thomas,1953,male,France,Europe,"businessperson, fashion person, chief executive officer"
1309,http://www.wikidata.org/entity/Q124439575,Annette Mann,1977,female,Germany,Europe,"businessperson, chief executive officer"
1310,http://www.wikidata.org/entity/Q4357728,Alfred Steele,1901,male,United States,North America,"chief executive officer, businessperson"
1311,http://www.wikidata.org/entity/Q42328159,Natasha Gajewski,2000,female,United States,North America,"founder, chief executive officer"
1312,http://www.wikidata.org/entity/Q5369133,Emanuel Sakel,1940,male,Israel,Asia,"manager, chief executive officer, military officer"
1313,http://www.wikidata.org/entity/Q4730873,Allan Moss,1949,male,Australia,Oceania,"chief executive officer, businessperson"
1314,http://www.wikidata.org/entity/Q16151833,Peter Long,1952,male,United Kingdom,Europe,chief executive officer
1315,http://www.wikidata.org/entity/Q5080297,Charles Lloyd Jones,1878,male,Australia,Oceania,"chief executive officer, merchant, businessperson"
1316,http://www.wikidata.org/entity/Q19766523,David Maier,1926,male,Israel,Asia,"chief executive officer, physician"
1317,http://www.wikidata.org/entity/Q62716814,Lydia Oile,1965,female,Uganda,Africa,"business executive, chief executive officer"
1318,http://www.wikidata.org/entity/Q3069368,Fernand Vieilledent,1942,male,France,Europe,chief executive officer
1319,http://www.wikidata.org/entity/Q28968050,Rudolph Agnew,1934,male,United Kingdom,Europe,chief executive officer
1320,http://www.wikidata.org/entity/Q16731704,Michael Luscombe,1953,male,Australia,Oceania,"chief executive officer, businessperson"
1321,http://www.wikidata.org/entity/Q70346469,Kev Chino',1990,male,United States,North America,"writer, actor, blogger, model, athlete, musician, chief executive officer"
1322,http://www.wikidata.org/entity/Q6984361,Avigdor Kaplan,1939,male,Israel,Asia,"manager, chief executive officer"
1323,http://www.wikidata.org/entity/Q115591126,Shou Zi Chew,1983,male,Singapore,Asia,chief executive officer
1324,http://www.wikidata.org/entity/Q107065906,Alirio Granadillo,1968,male,Venezuela,South America,chief executive officer
1325,http://www.wikidata.org/entity/Q131936363,Shazir Mucklai,1996,male,United States,North America,chief executive officer
1326,http://www.wikidata.org/entity/Q6229039,Björn Wahlström,1925,male,Sweden,Europe,"manager, chief executive officer"
1327,http://www.wikidata.org/entity/Q19921709,Efrat Peled,1974,female,Israel,Asia,"chief executive officer, accountant, businessperson"
1328,http://www.wikidata.org/entity/Q2907387,Orna Angel,1962,female,Israel,Asia,"manager, chief executive officer, politician, architect"
1329,http://www.wikidata.org/entity/Q33102150,Guillaume-Olivier Doré,1970,male,France,Europe,"chief executive officer, entrepreneur, businessperson"
1330,http://www.wikidata.org/entity/Q69961473,Arvid Moss,1958,male,Norway,Europe,chief executive officer
1331,http://www.wikidata.org/entity/Q106350444,Teresa He Tingbo,1969,female,People's Republic of China,Asia,chief executive officer
1332,http://www.wikidata.org/entity/Q87073180,Daren Tang,1972,male,Singapore,Asia,chief executive officer
1333,http://www.wikidata.org/entity/Q4494279,Helge Haavisto,1920,male,Finland,Europe,"chief executive officer, engineer"
1334,http://www.wikidata.org/entity/Q8077263,Åsne Havnelid,1961,female,Norway,Europe,chief executive officer
1335,http://www.wikidata.org/entity/Q994733,Bruton Smith,1927,male,United States,North America,"chief executive officer, businessperson"
1336,http://www.wikidata.org/entity/Q132855565,Nadine Adra,1973,female,Lebanon,Asia,"businessperson, chief executive officer, entrepreneur"
1337,http://www.wikidata.org/entity/Q30595357,Amanda Nguyen,1991,female,United States,North America,"activist, civil rights advocate, chief executive officer"
1338,http://www.wikidata.org/entity/Q12408182,Q12408182,1918,male,Israel,Asia,"manager, chief executive officer"
1339,http://www.wikidata.org/entity/Q240600,Albin Johansson,1886,male,Sweden,Europe,"chief executive officer, businessperson"
1340,http://www.wikidata.org/entity/Q33248539,Stéphane Corteel,1972,male,France,Europe,"chief executive officer, businessperson"
1341,http://www.wikidata.org/entity/Q6306762,Julia Stewart,1955,female,United States,North America,"chief executive officer, businessperson"
1342,http://www.wikidata.org/entity/Q5610776,Göran Collert,1937,male,Sweden,Europe,chief executive officer
1343,http://www.wikidata.org/entity/Q26449075,Vili Taskinen,1874,male,Finland,Europe,"chief executive officer, farmer, politician"
1344,http://www.wikidata.org/entity/Q6984162,Neal Patterson,1949,male,United States,North America,chief executive officer
1345,http://www.wikidata.org/entity/Q121503055,Andi Muhammad Nur Baso,1979,male,Indonesia,Asia,"chief executive officer, politician"
1346,http://www.wikidata.org/entity/Q17274623,Ruth Ziolkowski,1926,female,United States,North America,chief executive officer
1347,http://www.wikidata.org/entity/Q128211261,Nir David,1969,male,Israel,Asia,chief executive officer
1348,http://www.wikidata.org/entity/Q7491664,Shaygan Kheradpir,1960,male,United Kingdom,Europe,chief executive officer
1349,http://www.wikidata.org/entity/Q62656313,Carina Åkerström,1962,female,Sweden,Europe,chief executive officer
1350,http://www.wikidata.org/entity/Q6968403,Natarajan Chandrasekaran,1963,male,India,Asia,"chief executive officer, businessperson"
1351,http://www.wikidata.org/entity/Q133502492,Leopoldo Sergi,1967,male,Italy,Europe,chief executive officer
1352,http://www.wikidata.org/entity/Q5525229,Gary Heavin,1958,male,United States,North America,"chief executive officer, entrepreneur"
1353,http://www.wikidata.org/entity/Q6638373,Q6638373,1950,male,Israel,Asia,"manager, chief executive officer"
1354,http://www.wikidata.org/entity/Q97729516,Oded Shamir,1955,male,Israel,Asia,chief executive officer
1355,http://www.wikidata.org/entity/Q18238065,Rolf Carlsson,1920,male,Sweden,Europe,chief executive officer
1356,http://www.wikidata.org/entity/Q709804,David Montgomery,1948,male,United Kingdom,Europe,"newspaper editor, journalist, chief executive officer, businessperson"
1357,http://www.wikidata.org/entity/Q126680615,Sebastien Munoz,1972,male,France,Europe,"coach, chief executive officer"
1358,http://www.wikidata.org/entity/Q2376341,Paul Reiche III,1961,male,United States,North America,"video game developer, chief executive officer"
1359,http://www.wikidata.org/entity/Q23418602,Abidali Neemuchwala,1967,male,India,Asia,chief executive officer
1360,http://www.wikidata.org/entity/Q4345748,Kåre Valebrokk,1940,male,Norway,Europe,"editing staff, chief executive officer, businessperson"
1361,http://www.wikidata.org/entity/Q64833105,Carlos Roberto de Oliveira,1958,male,Brazil,South America,chief executive officer
1362,http://www.wikidata.org/entity/Q7344642,Robert G. Wilmers,1934,male,United States,North America,"banker, chief executive officer"
1363,http://www.wikidata.org/entity/Q122340462,Aarne Heljakka,1922,male,Finland,Europe,chief executive officer
1364,http://www.wikidata.org/entity/Q108131756,Niraj kanjani,1992,male,India,Asia,"chief executive officer, entrepreneur"
1365,http://www.wikidata.org/entity/Q9007881,Ignazio Vella,1928,male,United States,North America,"chief executive officer, businessperson"
1366,http://www.wikidata.org/entity/Q62572964,Michael Peters,1971,male,France,Europe,"television personality, leader of organization, business executive, chief executive officer, businessperson"
1367,http://www.wikidata.org/entity/Q56405133,Sofie Nystrøm,1978,female,Norway,Europe,chief executive officer
1368,http://www.wikidata.org/entity/Q11993431,Olav Fjell,1951,male,Norway,Europe,chief executive officer
1369,http://www.wikidata.org/entity/Q12404162,Q12404162,1932,male,Israel,Asia,"manager, chief executive officer"
1370,http://www.wikidata.org/entity/Q131870460,Oscar Diaz Santamaria,1956,male,Venezuela,South America,chief executive officer
1371,http://www.wikidata.org/entity/Q96990627,Ondřej Vlček,1977,male,Czech Republic,Europe,"manager, chief executive officer"
1372,http://www.wikidata.org/entity/Q6185687,Jes Staley,1956,male,United States,North America,"banker, chief executive officer"
1373,http://www.wikidata.org/entity/Q12407857,Shuka Dorfman,1950,male,Israel,Asia,"manager, chief executive officer, military officer"
1374,http://www.wikidata.org/entity/Q65164129,Geoffroy de la Bourdonnaye,1956,male,France,Europe,"fashion person, director, chief executive officer, businessperson"
1375,http://www.wikidata.org/entity/Q105575819,Bill Bayfield,1950,male,New Zealand,Oceania,chief executive officer
1376,http://www.wikidata.org/entity/Q4963644,Brian Dyson,1935,male,United States,North America,chief executive officer
1377,http://www.wikidata.org/entity/Q6587069,Haim Romano,1954,male,Israel,Asia,"manager, chief executive officer"
1378,http://www.wikidata.org/entity/Q21580140,Phiwa Nkambule,1992,male,South Africa,Africa,"business executive, investor, chief executive officer, inventor, computer scientist, businessperson"
1379,http://www.wikidata.org/entity/Q4213230,Anatol Kapski,1966,male,"Soviet Union, Belarus","Europe, Asia",chief executive officer
1380,http://www.wikidata.org/entity/Q107627885,Lloyd Cotsen,1929,male,United States,North America,"collector, chief executive officer"
1381,http://www.wikidata.org/entity/Q124499547,Ludwig Pettersson,1991,male,Sweden,Europe,chief executive officer
1382,http://www.wikidata.org/entity/Q5606591,Gregg Steinhafel,1954,male,United States,North America,"chief executive officer, entrepreneur"
1383,http://www.wikidata.org/entity/Q13449900,Jason Blum,1969,male,United States,North America,"financier, chief executive officer"
1384,http://www.wikidata.org/entity/Q10773869,Q10773869,1950,male,Czechoslovakia,Europe,"manager, chief executive officer"
1385,http://www.wikidata.org/entity/Q3894015,Paolo Ettorre,1946,male,Italy,Europe,chief executive officer
1386,http://www.wikidata.org/entity/Q110887952,Yuval Dagim,1962,male,Israel,Asia,chief executive officer
1387,http://www.wikidata.org/entity/Q109485374,Lev Klyachko,1948,male,Russia,Europe,"scientist, chief executive officer"
1388,http://www.wikidata.org/entity/Q64623818,Kjetil Houg,1966,male,Norway,Europe,"chief executive officer, economist"
1389,http://www.wikidata.org/entity/Q7558761,Solomon Dennis Trujillo,1951,male,United States,North America,"chief executive officer, businessperson"
1390,http://www.wikidata.org/entity/Q29512750,Michal Tsur,1973,female,Israel,Asia,chief executive officer
1391,http://www.wikidata.org/entity/Q57588784,Igor Khodyko,1969,male,Russia,Europe,chief executive officer
1392,http://www.wikidata.org/entity/Q109541146,Patris Lumumba,1962,male,Indonesia,Asia,"chief executive officer, politician"
1393,http://www.wikidata.org/entity/Q43148892,Sylvia Mulinge,1977,female,Kenya,Africa,"chief executive officer, businessperson"
1394,http://www.wikidata.org/entity/Q7089622,Omar Ahmad,1964,male,United States,North America,"chief executive officer, politician"
1395,http://www.wikidata.org/entity/Q5246541,Dean Werries,1926,male,United States,North America,chief executive officer
1396,http://www.wikidata.org/entity/Q75331112,Lord Damian Scott,1970,male,United Kingdom,Europe,"businessperson, business executive, chief executive officer"
1397,http://www.wikidata.org/entity/Q125934441,John Massam,1933,male,New Zealand,Oceania,chief executive officer
1398,http://www.wikidata.org/entity/Q18153753,Joe Swedish,1951,male,United States,North America,chief executive officer
1399,http://www.wikidata.org/entity/Q25495254,Gilad Rabinovich,1961,male,Israel,Asia,"manager, chief executive officer"
1400,http://www.wikidata.org/entity/Q107654158,DC Glenn,1966,male,United States,North America,"businessperson, writer, actor, orator, film actor, publicist, performing artist, investor, chief executive officer, record producer, cook, entrepreneur"
1401,http://www.wikidata.org/entity/Q98601322,Henrik Rytövuori,1901,male,"Finland, Grand Principality of Finland",Europe,"teacher, chief executive officer"
1402,http://www.wikidata.org/entity/Q6709245,Lynn Tilton,1959,female,United States,North America,chief executive officer
1403,http://www.wikidata.org/entity/Q19976722,Johanna Frelin,1969,female,Sweden,Europe,chief executive officer
1404,http://www.wikidata.org/entity/Q17198892,Matt Williams,1972,male,United States,North America,"chief executive officer, businessperson"
1405,http://www.wikidata.org/entity/Q6588859,Avi Pelossof,1946,male,Israel,Asia,"manager, chief executive officer, lawyer"
1406,http://www.wikidata.org/entity/Q16128620,Aryeh Gisin,1926,male,Israel,Asia,"manager, chief executive officer, engineer"
1407,http://www.wikidata.org/entity/Q133285470,Nicolas Rudancic,1989,male,France,Europe,"businessperson, chief executive officer"
1408,http://www.wikidata.org/entity/Q21178596,Q21178596,1918,male,Israel,Asia,"industrialist, manager, educator, chief executive officer"
1409,http://www.wikidata.org/entity/Q6181140,Jeremy Boreing,1979,male,United States,North America,"director, chief executive officer"
1410,http://www.wikidata.org/entity/Q7155328,Paulo de Azevedo,1965,male,Portugal,Europe,chief executive officer
1411,http://www.wikidata.org/entity/Q16130408,Yossi Brodny,1971,male,Israel,Asia,"manager, chief executive officer, politician"
1412,http://www.wikidata.org/entity/Q6755688,Marc Lasry,1961,male,Morocco,Africa,"New York Law School, chief executive officer"
1413,http://www.wikidata.org/entity/Q18207172,Lisa Su,1969,female,United States,North America,"chief executive officer, entrepreneur"
1414,http://www.wikidata.org/entity/Q17380348,Karl Grahn,1891,male,Finland,Europe,chief executive officer
1415,http://www.wikidata.org/entity/Q6794873,Max Hole,1951,male,Australia,Oceania,"chief executive officer, record producer, composer"
1416,http://www.wikidata.org/entity/Q1655624,Ian Read,1953,male,United Kingdom,Europe,"chief executive officer, entrepreneur, engineer"
1417,http://www.wikidata.org/entity/Q4707007,Alan Joyce,1966,male,"Australia, Ireland","Oceania, Europe","chief executive officer, engineer, businessperson"
1418,http://www.wikidata.org/entity/Q6834747,Michael Szymanczyk,1949,male,United States,North America,chief executive officer
1419,http://www.wikidata.org/entity/Q6829456,Michael Corbat,1960,male,United States,North America,chief executive officer
1420,http://www.wikidata.org/entity/Q7066414,Ehud Danoch,1969,male,Israel,Asia,"manager, chief executive officer, diplomat"
1421,http://www.wikidata.org/entity/Q92591871,Ines Nunez de la Parte,1974,female,Spain,Europe,"lawyer, consultant, chief executive officer"
1422,http://www.wikidata.org/entity/Q17411753,Zainal Hadi,1983,male,Indonesia,Asia,"commissioner, chief executive officer, businessperson"
1423,http://www.wikidata.org/entity/Q33113035,Bernard Reybier,1952,male,France,Europe,"chief executive officer, businessperson"
1424,http://www.wikidata.org/entity/Q27783251,Benoît Gilson,1974,male,Belgium,Europe,chief executive officer
1425,http://www.wikidata.org/entity/Q3383424,Pierre-Olivier Beckers,1960,male,Belgium,Europe,chief executive officer
1426,http://www.wikidata.org/entity/Q16188111,Tor Dahl,1938,male,Norway,Europe,chief executive officer
1427,http://www.wikidata.org/entity/Q106252469,Gillian Greer,1944,female,New Zealand,Oceania,"writer, chief executive officer"
1428,http://www.wikidata.org/entity/Q55196710,David Abney,1955,male,United States,North America,"chief executive officer, businessperson"
1429,http://www.wikidata.org/entity/Q5710783,Lars Emilson,1941,male,Sweden,Europe,"chief executive officer, businessperson"
1430,http://www.wikidata.org/entity/Q15094412,František Malota,1900,male,Czechoslovakia,Europe,"chief executive officer, economist"
1431,http://www.wikidata.org/entity/Q16684358,Aleksandr Palatnikov,1923,male,Russia,Europe,chief executive officer
1432,http://www.wikidata.org/entity/Q115735611,Vimal Kapur,1966,male,United States,North America,chief executive officer
1433,http://www.wikidata.org/entity/Q124589753,Sandrine Escaleira,1978,female,France,Europe,"businessperson, chief executive officer"
1434,http://www.wikidata.org/entity/Q33206589,Quentin Beriot,1972,male,France,Europe,"chief executive officer, businessperson"
1435,http://www.wikidata.org/entity/Q33140907,Philippe Klocanas,1961,male,France,Europe,"chief executive officer, entrepreneur, businessperson, vice president"
1436,http://www.wikidata.org/entity/Q124623478,Dr. Shanila laiju,1970,female,India,Asia,"chief executive officer, entrepreneur"
1437,http://www.wikidata.org/entity/Q110165723,Guillaume Touze,1971,male,France,Europe,"businessperson, chief executive officer"
1438,http://www.wikidata.org/entity/Q97590986,Robert Frantsila,1878,male,"Finland, Grand Principality of Finland",Europe,"chief executive officer, engineer"
1439,http://www.wikidata.org/entity/Q123401483,Sophie Gironnay,1953,female,Canada,North America,chief executive officer
1440,http://www.wikidata.org/entity/Q33113361,Dominique Maupu,1963,male,France,Europe,"chief executive officer, businessperson"
1441,http://www.wikidata.org/entity/Q50415936,Sharon Carry,1950,female,Canada,North America,"administrator, chief executive officer"
1442,http://www.wikidata.org/entity/Q7493122,Sheila Nix,1961,female,United States,North America,"political adviser, chief executive officer"
1443,http://www.wikidata.org/entity/Q62011297,Meri Elo,1920,female,Finland,Europe,chief executive officer
1444,http://www.wikidata.org/entity/Q16129904,Yoel Gonen,1938,male,Israel,Asia,"manager, chief executive officer, military officer"
1445,http://www.wikidata.org/entity/Q6176175,Jeffrey Montgomery,1953,male,United States,North America,chief executive officer
1446,http://www.wikidata.org/entity/Q3295467,Martin Imbleau,1953,male,Canada,North America,"chief executive officer, jurist, lawyer"
1447,http://www.wikidata.org/entity/Q125299856,Kristin Lian,1974,female,Norway,Europe,chief executive officer
1448,http://www.wikidata.org/entity/Q4975981,Marit Ruth,1973,female,Sweden,Europe,chief executive officer
1449,http://www.wikidata.org/entity/Q12404319,Asher Levi,1926,male,Israel,Asia,"manager, chief executive officer, military officer"
1450,http://www.wikidata.org/entity/Q94931942,Ferdinand Bascans,1801,male,France,Europe,"journalist, chief executive officer"
1451,http://www.wikidata.org/entity/Q15064277,Andrew Wilson,1974,male,Australia,Oceania,"chief executive officer, businessperson"
1452,http://www.wikidata.org/entity/Q109390098,Mirja Wester,1982,female,Sweden,Europe,chief executive officer
1453,http://www.wikidata.org/entity/Q391072,Kumar Mangalam Birla,1967,male,India,Asia,"chief executive officer, accountant, entrepreneur"
1454,http://www.wikidata.org/entity/Q110924244,Axel Freisewinkel,1979,male,Germany,Europe,chief executive officer
1455,http://www.wikidata.org/entity/Q118521351,Abdou Karim Sall,1965,male,Senegal,Africa,"chief executive officer, minister, engineer"
1456,http://www.wikidata.org/entity/Q113289430,Carlos Abellán Sánchez,1990,male,Spain,Europe,"researcher, chief executive officer, engineer"
1457,http://www.wikidata.org/entity/Q2753565,Shraga Goren,1898,male,Israel,Asia,"industrialist, manager, chief executive officer, politician"
1458,http://www.wikidata.org/entity/Q59687868,Maan Zrein,1959,male,France,Europe,"researcher, chief executive officer, entrepreneur, businessperson"
1459,http://www.wikidata.org/entity/Q111396059,fariborz radzade,1990,male,Turkey,Asia,chief executive officer
1460,http://www.wikidata.org/entity/Q101516834,Anna Ungár,1981,female,Hungary,Europe,chief executive officer
1461,http://www.wikidata.org/entity/Q16193291,Paul Dolan,1959,male,United States,North America,"chief executive officer, lawyer"
1462,http://www.wikidata.org/entity/Q126369904,Dre Villeroy,1982,male,United States,North America,"chief executive officer, entrepreneur"
1463,http://www.wikidata.org/entity/Q115794176,Florent Etoga Eily,1936,male,Cameroon,Africa,"writer, chief executive officer, politician"
1464,http://www.wikidata.org/entity/Q6087119,Israel Peleg,1949,male,Israel,Asia,"manager, chief executive officer, diplomat, businessperson"
1465,http://www.wikidata.org/entity/Q129652228,François Drillon,1965,male,France,Europe,"businessperson, chief executive officer, author"
1466,http://www.wikidata.org/entity/Q120269787,Viktor Dzhaparidze,1908,male,Soviet Union,"Europe, Asia","scientist, university teacher, chief executive officer, engineer"
1467,http://www.wikidata.org/entity/Q52714313,Changpeng Zhao,1977,male,Canada,North America,"orator, business executive, chief executive officer, businessperson"
1468,http://www.wikidata.org/entity/Q33106294,Jacques-Edouard Charret,1963,male,France,Europe,"chief executive officer, businessperson"
1469,http://www.wikidata.org/entity/Q119043940,Michel Longhini,1966,male,France,Europe,"businessperson, chief executive officer"
1470,http://www.wikidata.org/entity/Q6840038,Avi Nir,1961,male,Israel,Asia,chief executive officer
1471,http://www.wikidata.org/entity/Q14755556,Willie Robertson,1972,male,United States,North America,chief executive officer
1472,http://www.wikidata.org/entity/Q119401603,Susanne Ehnbåge,1979,female,Sweden,Europe,chief executive officer
1473,http://www.wikidata.org/entity/Q12409968,Nathan Eshel,1947,male,Israel,Asia,"manager, chief executive officer"
1474,http://www.wikidata.org/entity/Q25489531,Izhak Lax,1965,male,Israel,Asia,"manager, chief executive officer, lawyer"
1475,http://www.wikidata.org/entity/Q28717935,Harald Vaagaasar Nikolaisen,1967,male,Norway,Europe,chief executive officer
1476,http://www.wikidata.org/entity/Q106620597,Minttu Kaulanen,1980,female,Finland,Europe,"television personality, chief executive officer"
1477,http://www.wikidata.org/entity/Q6237614,Sten Westerberg,1884,male,Sweden,Europe,chief executive officer
1478,http://www.wikidata.org/entity/Q5365339,Ellie Dylan,1952,female,United States,North America,chief executive officer
1479,http://www.wikidata.org/entity/Q2742688,Wouter Corstjens,1987,male,Belgium,Europe,chief executive officer
1480,http://www.wikidata.org/entity/Q112222645,Grete Fuglem Tennås,1967,female,Norway,Europe,chief executive officer
1481,http://www.wikidata.org/entity/Q125627036,Anne-Sophie Ginon,1983,female,France,Europe,"businessperson, chief executive officer"
1482,http://www.wikidata.org/entity/Q17522922,Ran Sarig,1936,male,Israel,Asia,"manager, chief executive officer, military officer"
1483,http://www.wikidata.org/entity/Q51725986,Nerea Torres,1972,female,Spain,Europe,"entrepreneurship, chief executive officer, businessperson"
1484,http://www.wikidata.org/entity/Q2904665,Tzali Reshef,1953,male,Israel,Asia,"manager, chief executive officer, politician, businessperson, lawyer"
1485,http://www.wikidata.org/entity/Q5605752,Greg Hywood,1954,male,Australia,Oceania,"journalist, chief executive officer, civil servant, businessperson"
1486,http://www.wikidata.org/entity/Q96754357,Robert Murray Gough,1943,male,New Zealand,Oceania,chief executive officer
1487,http://www.wikidata.org/entity/Q104639301,Glenys Baldick,1954,female,New Zealand,Oceania,"chief executive officer, nurse"
1488,http://www.wikidata.org/entity/Q3134541,Hervé Jaubert,1956,male,France,Europe,"chief executive officer, military personnel"
1489,http://www.wikidata.org/entity/Q15871703,Per Mørch Hansson,1905,male,Norway,Europe,"chief executive officer, businessperson"
1490,http://www.wikidata.org/entity/Q131905170,Lucas Denga,1995,male,South Africa,Africa,"chief executive officer, entrepreneur"
1491,http://www.wikidata.org/entity/Q6584006,David Altman,1941,male,Israel,Asia,chief executive officer
1492,http://www.wikidata.org/entity/Q111974547,Fredrik Correa,1977,male,Sweden,Europe,chief executive officer
1493,http://www.wikidata.org/entity/Q21027631,Or Celkovnik,1983,male,Israel,Asia,chief executive officer
1494,http://www.wikidata.org/entity/Q6638861,Q6638861,1973,male,Israel,Asia,"model, manager, television presenter, chief executive officer"
1495,http://www.wikidata.org/entity/Q64833477,Eli Rosa da Silva,1957,male,Brazil,South America,chief executive officer
1496,http://www.wikidata.org/entity/Q6855185,Zion Kenan,1955,male,Israel,Asia,"manager, banker, chief executive officer"
1497,http://www.wikidata.org/entity/Q2423578,Thomas Ebeling,1959,male,Germany,Europe,chief executive officer
1498,http://www.wikidata.org/entity/Q7272355,Quint Davis,1947,male,United States,North America,"chief executive officer, record producer, composer"
1499,http://www.wikidata.org/entity/Q4820639,August Anheuser Busch I,1865,male,United States,North America,chief executive officer
1500,http://www.wikidata.org/entity/Q134889638,Knud Erik Andersen,1960,male,Kingdom of Denmark,Europe,"chief executive officer, engineer"
1501,http://www.wikidata.org/entity/Q99913108,Farihan Alhassan,1981,male,Ghana,Africa,"banker, chief executive officer"
1502,http://www.wikidata.org/entity/Q16334560,Chris Beard,2000,male,Canada,North America,"chief executive officer, businessperson"
1503,http://www.wikidata.org/entity/Q122258502,Nicolas Zibell,1967,male,France,Europe,"businessperson, chief executive officer"
1504,http://www.wikidata.org/entity/Q18235069,Wang Xing,1979,male,People's Republic of China,Asia,chief executive officer
1505,http://www.wikidata.org/entity/Q4910882,Bill Sinkin,1913,male,United States,North America,chief executive officer
1506,http://www.wikidata.org/entity/Q130753144,Judson Bergman,1957,male,United States,North America,chief executive officer
1507,http://www.wikidata.org/entity/Q6095290,Itzik Kornfein,1971,male,Israel,Asia,"manager, chief executive officer"
1508,http://www.wikidata.org/entity/Q126092133,Graham Butland,1949,male,England,Europe,chief executive officer
1509,http://www.wikidata.org/entity/Q1405941,Jay S. Fishman,1952,male,United States,North America,"chief executive officer, entrepreneur"
1510,http://www.wikidata.org/entity/Q131629835,Helen Giza,1968,female,"United States, United Kingdom","North America, Europe",chief executive officer
1511,http://www.wikidata.org/entity/Q110313915,Kobi Malkin,1965,male,Israel,Asia,"banker, chief executive officer"
1512,http://www.wikidata.org/entity/Q87399374,Eva Sadoun,1990,female,France,Europe,"businessperson, writer, founder, chief executive officer, entrepreneur"
1513,http://www.wikidata.org/entity/Q19697897,Mark Frissora,1955,male,United States,North America,"board member, chief executive officer, businessperson"
1514,http://www.wikidata.org/entity/Q59247441,Jostein Skurdal,1953,male,Norway,Europe,chief executive officer
1515,http://www.wikidata.org/entity/Q6995902,Q6995902,1954,female,Israel,Asia,"manager, chief executive officer"
1516,http://www.wikidata.org/entity/Q47689860,Hu Weiwei,1982,female,People's Republic of China,Asia,"journalist, chief executive officer, entrepreneur"
