uriPer,labelPer,birthYear,relaType,uriOrg,labelOrg,nTypes,typesOrg,periods,listTypesOrg
http://www.wikidata.org/entity/Q125501035,Christophe Pinard-Legry,1971,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1971-2000,['grande école']
http://www.wikidata.org/entity/Q125501035,Christophe Pinard-Legry,1971,education,http://www.wikidata.org/entity/Q739627,Pennsylvania State University,3,open-access publisher | production company | public research university,1971-2000,"['open-access publisher', 'production company', 'public research university']"
http://www.wikidata.org/entity/Q125523607,Diego Fernández Fernández,1976,education,http://www.wikidata.org/entity/Q1232180,University of Granada,3,open-access publisher | organization | public university,1971-2000,"['open-access publisher', 'organization', 'public university']"
http://www.wikidata.org/entity/Q125599962,Édouard de Royère,1932,education,http://www.wikidata.org/entity/Q120983198,ESCP Business School,1,educational institution,1911-1940,['educational institution']
http://www.wikidata.org/entity/Q125627036,Anne-Sophie Ginon,1983,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1971-2000,"['alumni association', 'organization']"
http://www.wikidata.org/entity/Q125627036,Anne-Sophie Ginon,1983,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1971-2000,['grande école']
http://www.wikidata.org/entity/Q125627036,Anne-Sophie Ginon,1983,education,http://www.wikidata.org/entity/Q4027,Jean Moulin University - Lyon 3,1,university in france,1971-2000,['university in france']
http://www.wikidata.org/entity/Q125674541,Q125674541,1953,education,http://www.wikidata.org/entity/Q333705,Technion – Israel Institute of Technology,2,publishing company | university,1941-1970,"['publishing company', 'university']"
http://www.wikidata.org/entity/Q125704619,Udi Mokady,1968,education,http://www.wikidata.org/entity/Q49110,Boston University,3,open-access publisher | private not-for-profit educational institution | university,1941-1970,"['open-access publisher', 'private not-for-profit educational institution', 'university']"
http://www.wikidata.org/entity/Q125704619,Udi Mokady,1968,education,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem,2,geographic location | university,1941-1970,"['geographic location', 'university']"
http://www.wikidata.org/entity/Q125737767,Laurent Dolbeau,1981,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1971-2000,['grande école']
http://www.wikidata.org/entity/Q125737767,Laurent Dolbeau,1981,education,http://www.wikidata.org/entity/Q4027,Jean Moulin University - Lyon 3,1,university in france,1971-2000,['university in france']
http://www.wikidata.org/entity/Q125737767,Laurent Dolbeau,1981,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1971-2000,"['alumni association', 'organization']"
http://www.wikidata.org/entity/Q125750913,Aurélie Arruti,1981,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1971-2000,['grande école']
http://www.wikidata.org/entity/Q125750913,Aurélie Arruti,1981,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1971-2000,"['alumni association', 'organization']"
http://www.wikidata.org/entity/Q125767988,Pierre-Henry Bassouls,1962,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1941-1970,"['alumni association', 'organization']"
http://www.wikidata.org/entity/Q125767988,Pierre-Henry Bassouls,1962,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1941-1970,['grande école']
http://www.wikidata.org/entity/Q125768232,Fabrice Plasson,1971,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1971-2000,"['alumni association', 'organization']"
http://www.wikidata.org/entity/Q125768232,Fabrice Plasson,1971,education,http://www.wikidata.org/entity/Q955647,Joseph Fourier University,1,university in france,1971-2000,['university in france']
http://www.wikidata.org/entity/Q125768232,Fabrice Plasson,1971,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1971-2000,['grande école']
http://www.wikidata.org/entity/Q125790151,Itay Granek,1985,education,http://www.wikidata.org/entity/Q2908845,Reichman University,2,private university | publishing company,1971-2000,"['private university', 'publishing company']"
http://www.wikidata.org/entity/Q125790151,Itay Granek,1985,education,http://www.wikidata.org/entity/Q7094417,Ono Academic College,1,college,1971-2000,['college']
http://www.wikidata.org/entity/Q125886293,Christian Cederholm,1978,education,http://www.wikidata.org/entity/Q1061504,Stockholm School of Economics,1,business school,1971-2000,['business school']
http://www.wikidata.org/entity/Q125959859,Georgy Yachmenev,1938,education,http://www.wikidata.org/entity/Q4407700,Saint Petersburg State University of Civil Aviation,1,university,1911-1940,['university']
http://www.wikidata.org/entity/Q126121092,Amikam Cohen,1948,education,http://www.wikidata.org/entity/Q737332,Ben-Gurion University of the Negev,1,university,1941-1970,['university']
http://www.wikidata.org/entity/Q12613095,Hae-Jin Lee,1967,education,http://www.wikidata.org/entity/Q39913,Seoul National University,2,national university | research university,1941-1970,"['national university', 'research university']"
http://www.wikidata.org/entity/Q12613095,Hae-Jin Lee,1967,education,http://www.wikidata.org/entity/Q39949,KAIST,3,institute of science and technology | open-access publisher | public research university,1941-1970,"['institute of science and technology', 'open-access publisher', 'public research university']"
http://www.wikidata.org/entity/Q126133030,Artom Rand,1880,education,http://www.wikidata.org/entity/Q186285,University of Copenhagen,2,organization | public research university,1851-1880,"['organization', 'public research university']"
http://www.wikidata.org/entity/Q126183318,Liang Lu-chu,1964,education,http://www.wikidata.org/entity/Q49117,University of Pennsylvania,4,colonial colleges | private not-for-profit educational institution | private university | research university,1941-1970,"['colonial colleges', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q126183318,Liang Lu-chu,1964,education,http://www.wikidata.org/entity/Q113372331,"Department of Foreign Languages and Literatures, National Taiwan University",1,academic department,1941-1970,['academic department']
http://www.wikidata.org/entity/Q126183318,Liang Lu-chu,1964,education,http://www.wikidata.org/entity/Q697164,Taipei Municipal Taipei First Girls' High School,3,girls' school | high school | public school,1941-1970,"[""girls' school"", 'high school', 'public school']"
http://www.wikidata.org/entity/Q126206644,Juan Manuel Morales Alonso,1967,education,http://www.wikidata.org/entity/Q219694,Complutense University of Madrid,1,public university,1941-1970,['public university']
http://www.wikidata.org/entity/Q126278840,Kévin Perreau,1991,education,http://www.wikidata.org/entity/Q106916019,42,2,educational institution | educational organization,1971-2000,"['educational institution', 'educational organization']"
http://www.wikidata.org/entity/Q126326910,Eitan Herzel,1968,education,http://www.wikidata.org/entity/Q6980444,Hadassah Academic College,1,college,1941-1970,['college']
http://www.wikidata.org/entity/Q126330,Hermann Scholl,1935,education,http://www.wikidata.org/entity/Q122453,University of Stuttgart,4,local internet registry | open-access publisher | organization | public university,1911-1940,"['local internet registry', 'open-access publisher', 'organization', 'public university']"
http://www.wikidata.org/entity/Q126454147,Dave H Clark,1972,education,http://www.wikidata.org/entity/Q540672,Auburn University,3,land-grant university | public educational institution of the united states | university,1971-2000,"['land-grant university', 'public educational institution of the united states', 'university']"
http://www.wikidata.org/entity/Q126454147,Dave H Clark,1972,education,http://www.wikidata.org/entity/Q1150105,University of Tennessee,6,land-grant university | neighborhood | public educational institution of the united states | public university | research university | sun grant institution,1971-2000,"['land-grant university', 'neighborhood', 'public educational institution of the united states', 'public university', 'research university', 'sun grant institution']"
http://www.wikidata.org/entity/Q126519830,Meir Shimoni,1955,education,http://www.wikidata.org/entity/Q737332,Ben-Gurion University of the Negev,1,university,1941-1970,['university']
http://www.wikidata.org/entity/Q126519830,Meir Shimoni,1955,education,http://www.wikidata.org/entity/Q591115,University of Haifa,1,public research university,1941-1970,['public research university']
http://www.wikidata.org/entity/Q126537376,Bartolomé Lenoir,1991,membership,http://www.wikidata.org/entity/Q127038760,Union of Rights for the Republic,2,organization | political party,1971-2000,"['organization', 'political party']"
http://www.wikidata.org/entity/Q126537376,Bartolomé Lenoir,1991,education,http://www.wikidata.org/entity/Q1377,University of Ljubljana,3,academic publisher | organization | public university,1971-2000,"['academic publisher', 'organization', 'public university']"
http://www.wikidata.org/entity/Q126537376,Bartolomé Lenoir,1991,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1971-2000,"['alumni association', 'organization']"
http://www.wikidata.org/entity/Q126537376,Bartolomé Lenoir,1991,education,http://www.wikidata.org/entity/Q1546437,Paris Dauphine University,2,grand établissement | university in france,1971-2000,"['grand établissement', 'university in france']"
http://www.wikidata.org/entity/Q126537376,Bartolomé Lenoir,1991,membership,http://www.wikidata.org/entity/Q20012759,The Republicans,1,political party,1971-2000,['political party']
http://www.wikidata.org/entity/Q126537376,Bartolomé Lenoir,1991,education,http://www.wikidata.org/entity/Q2034790,East China Normal University,2,higher education institution directly under ministry of education of the people’s republic of china | public university,1971-2000,"['higher education institution directly under ministry of education of the people’s republic of china', 'public university']"
http://www.wikidata.org/entity/Q126537376,Bartolomé Lenoir,1991,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1971-2000,['grande école']
http://www.wikidata.org/entity/Q126537376,Bartolomé Lenoir,1991,employment,http://www.wikidata.org/entity/Q20012759,The Republicans,1,political party,1971-2000,['political party']
http://www.wikidata.org/entity/Q126537376,Bartolomé Lenoir,1991,education,http://www.wikidata.org/entity/Q662976,Panthéon-Assas University Paris,1,university in france,1971-2000,['university in france']
http://www.wikidata.org/entity/Q126680615,Sebastien Munoz,1972,membership,http://www.wikidata.org/entity/Q862384,Catalans Dragons,1,rugby league team,1971-2000,['rugby league team']
http://www.wikidata.org/entity/Q126680615,Sebastien Munoz,1972,membership,http://www.wikidata.org/entity/Q97196490,ESC BAC ASP,2,rugby union club | sports club,1971-2000,"['rugby union club', 'sports club']"
http://www.wikidata.org/entity/Q126680615,Sebastien Munoz,1972,membership,http://www.wikidata.org/entity/Q3462124,Saint-Esteve XIII Catalan,1,rugby league team,1971-2000,['rugby league team']
http://www.wikidata.org/entity/Q126868825,Joshua Maor,1936,education,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem,2,geographic location | university,1911-1940,"['geographic location', 'university']"
http://www.wikidata.org/entity/Q126884211,Avraham Natan,1948,education,http://www.wikidata.org/entity/Q7094417,Ono Academic College,1,college,1941-1970,['college']
http://www.wikidata.org/entity/Q126884211,Avraham Natan,1948,education,http://www.wikidata.org/entity/Q1124657,Bar-Ilan University,2,academic publisher | public research university,1941-1970,"['academic publisher', 'public research university']"
http://www.wikidata.org/entity/Q126890037,Herb Kim,1967,education,http://www.wikidata.org/entity/Q1481050,London Business School,3,business school | educational organization | higher education institution,1941-1970,"['business school', 'educational organization', 'higher education institution']"
http://www.wikidata.org/entity/Q126890037,Herb Kim,1967,education,http://www.wikidata.org/entity/Q21578,Princeton University,5,academic publisher | colonial colleges | private not-for-profit educational institution | private university | research university,1941-1970,"['academic publisher', 'colonial colleges', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q126890037,Herb Kim,1967,education,http://www.wikidata.org/entity/Q1329269,The Wharton School,2,business school | private university,1941-1970,"['business school', 'private university']"
http://www.wikidata.org/entity/Q126916878,Anne Lamp,1991,education,http://www.wikidata.org/entity/Q1060,Hamburg University of Technology,2,institute of technology | public university,1971-2000,"['institute of technology', 'public university']"
http://www.wikidata.org/entity/Q126934488,Hagar Peretz Dayan,1978,education,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem,2,geographic location | university,1971-2000,"['geographic location', 'university']"
http://www.wikidata.org/entity/Q126934488,Hagar Peretz Dayan,1978,education,http://www.wikidata.org/entity/Q201325,Ariel University,2,college | public university,1971-2000,"['college', 'public university']"
http://www.wikidata.org/entity/Q126986395,Q126986395,1973,education,http://www.wikidata.org/entity/Q278044,Vienna University of Economics and Business,2,organization | public university,1971-2000,"['organization', 'public university']"
http://www.wikidata.org/entity/Q127215568,Anabelle Flory-Boiron,1978,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1971-2000,"['alumni association', 'organization']"
http://www.wikidata.org/entity/Q127215568,Anabelle Flory-Boiron,1978,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1971-2000,['grande école']
http://www.wikidata.org/entity/Q127260435,Wang Feng,1969,education,http://www.wikidata.org/entity/Q16952,Peking University,3,higher education institution directly under ministry of education of the people’s republic of china | public university | vice-ministerial level university,1941-1970,"['higher education institution directly under ministry of education of the people’s republic of china', 'public university', 'vice-ministerial level university']"
http://www.wikidata.org/entity/Q127260435,Wang Feng,1969,education,http://www.wikidata.org/entity/Q5104666,Chongqing Normal University,1,public university,1941-1970,['public university']
http://www.wikidata.org/entity/Q127362,Chief Keef,1995,education,http://www.wikidata.org/entity/Q42297265,The Banner School,1,day school,1971-2000,['day school']
http://www.wikidata.org/entity/Q127362,Chief Keef,1995,education,http://www.wikidata.org/entity/Q5318591,Dyett High School,1,high school,1971-2000,['high school']
http://www.wikidata.org/entity/Q127362,Chief Keef,1995,education,http://www.wikidata.org/entity/Q42297256,Dulles Elementary School,1,primary school,1971-2000,['primary school']
http://www.wikidata.org/entity/Q127526164,Michel Cuero,1996,education,http://www.wikidata.org/entity/Q7352092,Robertson College,1,private career college in alberta,1971-2000,['private career college in alberta']
http://www.wikidata.org/entity/Q1276156,Koo Bon-moo,1945,education,http://www.wikidata.org/entity/Q39988,Yonsei University,3,academic publisher | private university | research university,1941-1970,"['academic publisher', 'private university', 'research university']"
http://www.wikidata.org/entity/Q1276156,Koo Bon-moo,1945,education,http://www.wikidata.org/entity/Q986122,Ashland University,2,private not-for-profit educational institution | private university,1941-1970,"['private not-for-profit educational institution', 'private university']"
http://www.wikidata.org/entity/Q1276156,Koo Bon-moo,1945,employment,http://www.wikidata.org/entity/Q39988,Yonsei University,3,academic publisher | private university | research university,1941-1970,"['academic publisher', 'private university', 'research university']"
http://www.wikidata.org/entity/Q1276156,Koo Bon-moo,1945,education,http://www.wikidata.org/entity/Q1100801,Cleveland State University,3,academic publisher | public educational institution of the united states | public university,1941-1970,"['academic publisher', 'public educational institution of the united states', 'public university']"
http://www.wikidata.org/entity/Q127922281,Tom Ryan,1969,education,http://www.wikidata.org/entity/Q1136829,INSEAD,1,business school,1941-1970,['business school']
http://www.wikidata.org/entity/Q127922281,Tom Ryan,1969,education,http://www.wikidata.org/entity/Q49116,Dartmouth College,5,colonial colleges | open-access publisher | private not-for-profit educational institution | private university | research university,1941-1970,"['colonial colleges', 'open-access publisher', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q128211261,Nir David,1969,education,http://www.wikidata.org/entity/Q6554506,Governmental Institute of Technological Training,1,institute,1941-1970,['institute']
http://www.wikidata.org/entity/Q128211261,Nir David,1969,education,http://www.wikidata.org/entity/Q1423960,Open University of Israel,3,open university | public university | publishing company,1941-1970,"['open university', 'public university', 'publishing company']"
http://www.wikidata.org/entity/Q1282308,Ed Colligan,1961,education,http://www.wikidata.org/entity/Q766145,University of Oregon,3,public educational institution of the united states | public university | research university,1941-1970,"['public educational institution of the united states', 'public university', 'research university']"
http://www.wikidata.org/entity/Q128522913,Radii Sakach,1925,education,http://www.wikidata.org/entity/Q1719898,Moscow Aviation Institute,3,national research university | open-access publisher | publishing company,1911-1940,"['national research university', 'open-access publisher', 'publishing company']"
http://www.wikidata.org/entity/Q128573847,Alexandre Prot,1982,education,http://www.wikidata.org/entity/Q273535,HEC Paris,1,business school,1971-2000,['business school']
http://www.wikidata.org/entity/Q128573847,Alexandre Prot,1982,education,http://www.wikidata.org/entity/Q1136829,INSEAD,1,business school,1971-2000,['business school']
http://www.wikidata.org/entity/Q128573847,Alexandre Prot,1982,membership,http://www.wikidata.org/entity/Q112611146,HEC Alumni,1,organization,1971-2000,['organization']
http://www.wikidata.org/entity/Q12859321,Patrick M. Byrne,1962,education,http://www.wikidata.org/entity/Q35794,University of Cambridge,4,collegiate university | educational organization | organization | public research university,1941-1970,"['collegiate university', 'educational organization', 'organization', 'public research university']"
http://www.wikidata.org/entity/Q12859321,Patrick M. Byrne,1962,education,http://www.wikidata.org/entity/Q41506,Stanford University,4,open-access publisher | private not-for-profit educational institution | private university | research university,1941-1970,"['open-access publisher', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q12859321,Patrick M. Byrne,1962,education,http://www.wikidata.org/entity/Q49116,Dartmouth College,5,colonial colleges | open-access publisher | private not-for-profit educational institution | private university | research university,1941-1970,"['colonial colleges', 'open-access publisher', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q128799262,Q128799262,1975,education,http://www.wikidata.org/entity/Q7094417,Ono Academic College,1,college,1971-2000,['college']
http://www.wikidata.org/entity/Q128799262,Q128799262,1975,education,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem,2,geographic location | university,1971-2000,"['geographic location', 'university']"
http://www.wikidata.org/entity/Q128895703,Povilas Kytra,1984,education,http://www.wikidata.org/entity/Q658192,Vilnius University,3,business | open-access publisher | public university,1971-2000,"['business', 'open-access publisher', 'public university']"
http://www.wikidata.org/entity/Q1289889,Jim Clyburn,1940,education,http://www.wikidata.org/entity/Q7566644,South Carolina State University,4,historically black college or university | land-grant university | public educational institution of the united states | public university,1911-1940,"['historically black college or university', 'land-grant university', 'public educational institution of the united states', 'public university']"
http://www.wikidata.org/entity/Q1289889,Jim Clyburn,1940,education,http://www.wikidata.org/entity/Q4952507,Boylan-Haven-Mather Academy,1,school,1911-1940,['school']
http://www.wikidata.org/entity/Q1289889,Jim Clyburn,1940,membership,http://www.wikidata.org/entity/Q2015366,Congressional Black Caucus,1,congressional caucus,1911-1940,['congressional caucus']
http://www.wikidata.org/entity/Q129175264,Martin Gummer,1956,education,http://www.wikidata.org/entity/Q7591431,St Peter's School,3,boarding school | private school | secondary school,1941-1970,"['boarding school', 'private school', 'secondary school']"
http://www.wikidata.org/entity/Q129175264,Martin Gummer,1956,education,http://www.wikidata.org/entity/Q492467,University of Auckland,1,public university,1941-1970,['public university']
http://www.wikidata.org/entity/Q129175264,Martin Gummer,1956,education,http://www.wikidata.org/entity/Q7595162,St Paul's Collegiate School,3,boarding school | private school | secondary school,1941-1970,"['boarding school', 'private school', 'secondary school']"
http://www.wikidata.org/entity/Q129571294,Yifat Zahi Kirel,1964,education,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem,2,geographic location | university,1941-1970,"['geographic location', 'university']"
http://www.wikidata.org/entity/Q129652228,François Drillon,1965,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1941-1970,"['alumni association', 'organization']"
http://www.wikidata.org/entity/Q129652228,François Drillon,1965,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1941-1970,['grande école']
http://www.wikidata.org/entity/Q130035273,Charlwin Mao,1985,education,http://www.wikidata.org/entity/Q41506,Stanford University,4,open-access publisher | private not-for-profit educational institution | private university | research university,1971-2000,"['open-access publisher', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q130035273,Charlwin Mao,1985,education,http://www.wikidata.org/entity/Q525169,Shanghai Jiao Tong University,3,higher education institution directly under ministry of education of the people’s republic of china | university | vice-ministerial level university,1971-2000,"['higher education institution directly under ministry of education of the people’s republic of china', 'university', 'vice-ministerial level university']"
http://www.wikidata.org/entity/Q130204944,Emeka Mba,1967,membership,http://www.wikidata.org/entity/Q93945846,Nigerian Union of Journalists,2,organization | profession,1941-1970,"['organization', 'profession']"
http://www.wikidata.org/entity/Q130204944,Emeka Mba,1967,education,http://www.wikidata.org/entity/Q5380877,Enugu State University of Science and Technology,1,university,1941-1970,['university']
http://www.wikidata.org/entity/Q130212264,Q130212264,1982,education,http://www.wikidata.org/entity/Q7094417,Ono Academic College,1,college,1971-2000,['college']
http://www.wikidata.org/entity/Q130236314,Guillaume Robin,1965,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1941-1970,['grande école']
http://www.wikidata.org/entity/Q130236314,Guillaume Robin,1965,education,http://www.wikidata.org/entity/Q622906,University of Technology of Compiègne,1,institute of technology,1941-1970,['institute of technology']
http://www.wikidata.org/entity/Q130236314,Guillaume Robin,1965,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1941-1970,"['alumni association', 'organization']"
http://www.wikidata.org/entity/Q130245137,Pascal Isoard-Thomas,1975,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1971-2000,['grande école']
http://www.wikidata.org/entity/Q130245137,Pascal Isoard-Thomas,1975,education,http://www.wikidata.org/entity/Q823917,University of Sheffield,2,educational organization | public research university,1971-2000,"['educational organization', 'public research university']"
http://www.wikidata.org/entity/Q130245137,Pascal Isoard-Thomas,1975,education,http://www.wikidata.org/entity/Q1468481,University of Deusto,4,catholic university | jesuit university | open-access publisher | private university,1971-2000,"['catholic university', 'jesuit university', 'open-access publisher', 'private university']"
http://www.wikidata.org/entity/Q130245137,Pascal Isoard-Thomas,1975,education,http://www.wikidata.org/entity/Q1139065,Sciences Po Aix-en-Provence,1,grande école,1971-2000,['grande école']
http://www.wikidata.org/entity/Q130245137,Pascal Isoard-Thomas,1975,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1971-2000,"['alumni association', 'organization']"
http://www.wikidata.org/entity/Q130297036,Ilan Raviv,1962,education,http://www.wikidata.org/entity/Q533235,Ateneo de Manila University,3,jesuit university | private university | research university,1941-1970,"['jesuit university', 'private university', 'research university']"
http://www.wikidata.org/entity/Q130297036,Ilan Raviv,1962,education,http://www.wikidata.org/entity/Q189022,Imperial College London,4,building | educational organization | public research university | university,1941-1970,"['building', 'educational organization', 'public research university', 'university']"
http://www.wikidata.org/entity/Q130314209,Jodi Khan-Verboom CEO-Heart to Heart Corporation,1971,education,http://www.wikidata.org/entity/Q1411222,George Mason University,2,public educational institution of the united states | university,1971-2000,"['public educational institution of the united states', 'university']"
http://www.wikidata.org/entity/Q130321615,Jeya Wilson,1951,education,http://www.wikidata.org/entity/Q34433,University of Oxford,6,collegiate university | educational organization | exempt charity | higher education institution | organization | public university,1941-1970,"['collegiate university', 'educational organization', 'exempt charity', 'higher education institution', 'organization', 'public university']"
http://www.wikidata.org/entity/Q130321615,Jeya Wilson,1951,education,http://www.wikidata.org/entity/Q1150437,Victoria University of Wellington,1,public university,1941-1970,['public university']
http://www.wikidata.org/entity/Q130326774,Samantha Barrass,1966,education,http://www.wikidata.org/entity/Q432475,University of Canterbury,2,open-access publisher | university,1941-1970,"['open-access publisher', 'university']"
http://www.wikidata.org/entity/Q130326774,Samantha Barrass,1966,education,http://www.wikidata.org/entity/Q5109078,Christchurch Girls' High School,3,boarding school | public school | secondary school,1941-1970,"['boarding school', 'public school', 'secondary school']"
http://www.wikidata.org/entity/Q130326774,Samantha Barrass,1966,education,http://www.wikidata.org/entity/Q1150437,Victoria University of Wellington,1,public university,1941-1970,['public university']
http://www.wikidata.org/entity/Q130326774,Samantha Barrass,1966,education,http://www.wikidata.org/entity/Q174570,London School of Economics and Political Science,3,educational organization | higher education institution | public research university,1941-1970,"['educational organization', 'higher education institution', 'public research university']"
http://www.wikidata.org/entity/Q130359725,Simon Blake,1974,education,http://www.wikidata.org/entity/Q1072029,University of Wales,2,legal person | university,1971-2000,"['legal person', 'university']"
http://www.wikidata.org/entity/Q130359725,Simon Blake,1974,education,http://www.wikidata.org/entity/Q289348,London South Bank University,3,educational organization | higher education institution | public university,1971-2000,"['educational organization', 'higher education institution', 'public university']"
http://www.wikidata.org/entity/Q130359725,Simon Blake,1974,education,http://www.wikidata.org/entity/Q935290,"University of Wales, Newport",1,university,1971-2000,['university']
http://www.wikidata.org/entity/Q130438573,Ömer Tetik,1973,education,http://www.wikidata.org/entity/Q756126,Middle East Technical University,3,institute of technology | public university | research university,1971-2000,"['institute of technology', 'public university', 'research university']"
http://www.wikidata.org/entity/Q130438573,Ömer Tetik,1973,education,http://www.wikidata.org/entity/Q1167563,Bucharest University of Economic Studies,3,open-access publisher | public university | research university,1971-2000,"['open-access publisher', 'public university', 'research university']"
http://www.wikidata.org/entity/Q130461449,Benjamin Durand-Servoingt,1986,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1971-2000,"['alumni association', 'organization']"
http://www.wikidata.org/entity/Q130461449,Benjamin Durand-Servoingt,1986,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1971-2000,['grande école']
http://www.wikidata.org/entity/Q130461449,Benjamin Durand-Servoingt,1986,education,http://www.wikidata.org/entity/Q3269149,Lycée privé Notre-Dame-du-Grandchamp,1,educational facility,1971-2000,['educational facility']
http://www.wikidata.org/entity/Q130461449,Benjamin Durand-Servoingt,1986,education,http://www.wikidata.org/entity/Q3462507,Saint Jean Hulst,1,school,1971-2000,['school']
http://www.wikidata.org/entity/Q130522357,Brice Chambard,1973,education,http://www.wikidata.org/entity/Q104373773,Institut d'Administration des Entreprises (IAE) - Caen,2,business school | institut d'administration des entreprises,1971-2000,"['business school', ""institut d'administration des entreprises""]"
http://www.wikidata.org/entity/Q130522357,Brice Chambard,1973,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1971-2000,"['alumni association', 'organization']"
http://www.wikidata.org/entity/Q130522357,Brice Chambard,1973,education,http://www.wikidata.org/entity/Q3151896,"IAE Lyon, University of Lyon School Management",1,higher education institution,1971-2000,['higher education institution']
http://www.wikidata.org/entity/Q130522357,Brice Chambard,1973,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1971-2000,['grande école']
http://www.wikidata.org/entity/Q130541295,Choi Soo-yeon,1981,education,http://www.wikidata.org/entity/Q13371,Harvard University,4,colonial colleges | private not-for-profit educational institution | private university | research university,1971-2000,"['colonial colleges', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q130541295,Choi Soo-yeon,1981,education,http://www.wikidata.org/entity/Q39988,Yonsei University,3,academic publisher | private university | research university,1971-2000,"['academic publisher', 'private university', 'research university']"
http://www.wikidata.org/entity/Q130541295,Choi Soo-yeon,1981,education,http://www.wikidata.org/entity/Q39913,Seoul National University,2,national university | research university,1971-2000,"['national university', 'research university']"
http://www.wikidata.org/entity/Q130731375,John E. Breyer,1934,employment,http://www.wikidata.org/entity/Q617433,Syracuse University,5,501(c)(3) organization | group of structures or buildings | private not-for-profit educational institution | private university | research university,1911-1940,"['501(c)(3) organization', 'group of structures or buildings', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q130731375,John E. Breyer,1934,education,http://www.wikidata.org/entity/Q49115,Cornell University,5,land-grant university | private not-for-profit educational institution | private university | research university | sun grant institution,1911-1940,"['land-grant university', 'private not-for-profit educational institution', 'private university', 'research university', 'sun grant institution']"
http://www.wikidata.org/entity/Q130731375,John E. Breyer,1934,education,http://www.wikidata.org/entity/Q457281,University of Illinois Urbana–Champaign,3,land-grant university | public educational institution of the united states | public research university,1911-1940,"['land-grant university', 'public educational institution of the united states', 'public research university']"
http://www.wikidata.org/entity/Q130731375,John E. Breyer,1934,education,http://www.wikidata.org/entity/Q617433,Syracuse University,5,501(c)(3) organization | group of structures or buildings | private not-for-profit educational institution | private university | research university,1911-1940,"['501(c)(3) organization', 'group of structures or buildings', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q130746543,Allan Freeth,1961,education,http://www.wikidata.org/entity/Q432475,University of Canterbury,2,open-access publisher | university,1941-1970,"['open-access publisher', 'university']"
http://www.wikidata.org/entity/Q130746543,Allan Freeth,1961,education,http://www.wikidata.org/entity/Q127990,Australian National University,3,government body of australia | production company | public university,1941-1970,"['government body of australia', 'production company', 'public university']"
http://www.wikidata.org/entity/Q130754919,Charles-Elias Farah,1996,education,http://www.wikidata.org/entity/Q3268562,Lycée Albert-de-Mun,2,college in france | lycée,1971-2000,"['college in france', 'lycée']"
