uriPer,labelPer,birthYear,relaType,uriOrg,labelOrg,nTypes,typesOrg,periods,listTypesOrg
http://www.wikidata.org/entity/Q100158636,Amanda Pritchard,1976,education,http://www.wikidata.org/entity/Q34433,University of Oxford,6,collegiate university | educational organization | exempt charity | higher education institution | organization | public university,1971-2000,"['collegiate university', 'educational organization', 'exempt charity', 'higher education institution', 'organization', 'public university']"
http://www.wikidata.org/entity/Q100158636,Amanda Pritchard,1976,education,http://www.wikidata.org/entity/Q5316528,Durham Johnston Comprehensive School,2,community school | secondary school,1971-2000,"['community school', 'secondary school']"
http://www.wikidata.org/entity/Q100276124,Parag Agrawal,1984,education,http://www.wikidata.org/entity/Q41506,Stanford University,4,open-access publisher | private not-for-profit educational institution | private university | research university,1971-2000,"['open-access publisher', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q100276124,Parag Agrawal,1984,education,http://www.wikidata.org/entity/Q4817274,Atomic Energy Central School,1,school,1971-2000,['school']
http://www.wikidata.org/entity/Q100276124,Parag Agrawal,1984,education,http://www.wikidata.org/entity/Q1661242,Indian Institute of Technology Bombay,1,institute of technology,1971-2000,['institute of technology']
http://www.wikidata.org/entity/Q100705519,Ponce,1991,education,http://www.wikidata.org/entity/Q3578313,École polytechnique universitaire de Montpellier,2,engineering college | grande école,1971-2000,"['engineering college', 'grande école']"
http://www.wikidata.org/entity/Q100705519,Ponce,1991,education,http://www.wikidata.org/entity/Q2994588,Toulouse Regional Conservatory,5,conservatories with regional coverage | drama school | educational institution | former hospital | school building,1971-2000,"['conservatories with regional coverage', 'drama school', 'educational institution', 'former hospital', 'school building']"
http://www.wikidata.org/entity/Q100705519,Ponce,1991,education,http://www.wikidata.org/entity/Q916444,Cours Florent,2,drama school | educational institution,1971-2000,"['drama school', 'educational institution']"
http://www.wikidata.org/entity/Q100989426,Thomas Schäfer,1970,education,http://www.wikidata.org/entity/Q317070,University of Mannheim,2,organization | public university,1941-1970,"['organization', 'public university']"
http://www.wikidata.org/entity/Q100997694,Jean-Luc Chetrit,1965,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1941-1970,"['alumni association', 'organization']"
http://www.wikidata.org/entity/Q100997694,Jean-Luc Chetrit,1965,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1941-1970,['grande école']
http://www.wikidata.org/entity/Q101112672,Markus Krah,1968,education,http://www.wikidata.org/entity/Q1688743,Jewish Theological Seminary of America,2,jewish seminary | private not-for-profit educational institution,1941-1970,"['jewish seminary', 'private not-for-profit educational institution']"
http://www.wikidata.org/entity/Q101112672,Markus Krah,1968,education,http://www.wikidata.org/entity/Q168000,American University,3,private not-for-profit educational institution | private university | research university,1941-1970,"['private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q101112672,Markus Krah,1968,education,http://www.wikidata.org/entity/Q55044,Ludwig-Maximilians-Universität München,4,comprehensive university | public research university | public university | university of excellence,1941-1970,"['comprehensive university', 'public research university', 'public university', 'university of excellence']"
http://www.wikidata.org/entity/Q101252390,Yann Bucaille-Lanrezac,1969,education,http://www.wikidata.org/entity/Q3268926,Lycée Saint-Louis-de-Gonzague,1,educational facility,1941-1970,['educational facility']
http://www.wikidata.org/entity/Q101252390,Yann Bucaille-Lanrezac,1969,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1941-1970,"['alumni association', 'organization']"
http://www.wikidata.org/entity/Q101252390,Yann Bucaille-Lanrezac,1969,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1941-1970,['grande école']
http://www.wikidata.org/entity/Q101516834,Anna Ungár,1981,education,http://www.wikidata.org/entity/Q255285,Pázmány Péter Catholic University,2,catholic university | open-access publisher,1971-2000,"['catholic university', 'open-access publisher']"
http://www.wikidata.org/entity/Q101627126,Marjan Rintel,1967,education,http://www.wikidata.org/entity/Q850730,University of Groningen,2,organization | public research university,1941-1970,"['organization', 'public research university']"
http://www.wikidata.org/entity/Q1016446,Burkhard Hofer,1944,membership,http://www.wikidata.org/entity/Q1286330,KaV Marco-Danubia Wien,1,studentenverbindung,1941-1970,['studentenverbindung']
http://www.wikidata.org/entity/Q102151010,Arancha Martínez Fernández,1984,education,http://www.wikidata.org/entity/Q846588,Reims Management School,1,business school,1971-2000,['business school']
http://www.wikidata.org/entity/Q102151010,Arancha Martínez Fernández,1984,education,http://www.wikidata.org/entity/Q421739,National University of Distance Education,3,open-access publisher | public university | university,1971-2000,"['open-access publisher', 'public university', 'university']"
http://www.wikidata.org/entity/Q102151010,Arancha Martínez Fernández,1984,education,http://www.wikidata.org/entity/Q16566021,Faculty of Law (ICADE),2,faculty | faculty of law,1971-2000,"['faculty', 'faculty of law']"
http://www.wikidata.org/entity/Q102241730,Thierry Malleret,1961,education,http://www.wikidata.org/entity/Q2845896,University of Paris,3,catholic university | former entity | university,1941-1970,"['catholic university', 'former entity', 'university']"
http://www.wikidata.org/entity/Q102241730,Thierry Malleret,1961,education,http://www.wikidata.org/entity/Q273518,School for Advanced Studies in the Social Sciences,2,public university | research institute,1941-1970,"['public university', 'research institute']"
http://www.wikidata.org/entity/Q102241730,Thierry Malleret,1961,education,http://www.wikidata.org/entity/Q2035359,St Antony's College,2,college of the university of oxford | university building,1941-1970,"['college of the university of oxford', 'university building']"
http://www.wikidata.org/entity/Q102241730,Thierry Malleret,1961,membership,http://www.wikidata.org/entity/Q170418,World Economic Forum,2,nonprofit organization | organization,1941-1970,"['nonprofit organization', 'organization']"
http://www.wikidata.org/entity/Q102291112,Anna-Lena Ahlström,1963,education,http://www.wikidata.org/entity/Q1279835,School of Visual Arts,3,art academy | private for-profit educational institution | university,1941-1970,"['art academy', 'private for-profit educational institution', 'university']"
http://www.wikidata.org/entity/Q102406485,Jarosław Kutyłowski,1983,education,http://www.wikidata.org/entity/Q679134,University of Paderborn,2,campus university | public university,1971-2000,"['campus university', 'public university']"
http://www.wikidata.org/entity/Q102406485,Jarosław Kutyłowski,1983,education,http://www.wikidata.org/entity/Q4550025,14th High School in Wrocław,1,high school,1971-2000,['high school']
http://www.wikidata.org/entity/Q102406485,Jarosław Kutyłowski,1983,education,http://www.wikidata.org/entity/Q315658,University of Wrocław,2,open-access publisher | university,1971-2000,"['open-access publisher', 'university']"
http://www.wikidata.org/entity/Q10268487,Douglas Tavolaro,1977,education,http://www.wikidata.org/entity/Q5091543,Faculdade Cásper Líbero,5,higher education institution | journalism school | open-access publisher | private educational institution | private not-for-profit educational institution,1971-2000,"['higher education institution', 'journalism school', 'open-access publisher', 'private educational institution', 'private not-for-profit educational institution']"
http://www.wikidata.org/entity/Q10297071,Jeremy Darroch,1962,education,http://www.wikidata.org/entity/Q1474019,University of Hull,3,educational organization | higher education institution | public university,1941-1970,"['educational organization', 'higher education institution', 'public university']"
http://www.wikidata.org/entity/Q102981129,Bella French,1987,education,http://www.wikidata.org/entity/Q273527,HEC Montréal,2,business school | university in quebec,1971-2000,"['business school', 'university in quebec']"
http://www.wikidata.org/entity/Q10320897,Luiza Trajano,1948,education,http://www.wikidata.org/entity/Q10279420,Faculdade de Direito de Franca,3,educational institution | higher education institution | public educational institution,1941-1970,"['educational institution', 'higher education institution', 'public educational institution']"
http://www.wikidata.org/entity/Q10342546,Otávio Florisbal,1940,education,http://www.wikidata.org/entity/Q3847972,Escola Superior de Propaganda e Marketing,5,higher education institution | open-access publisher | private educational institution | private not-for-profit educational institution | university,1911-1940,"['higher education institution', 'open-access publisher', 'private educational institution', 'private not-for-profit educational institution', 'university']"
http://www.wikidata.org/entity/Q10364008,Roger Agnelli,1959,education,http://www.wikidata.org/entity/Q5508993,Fundação Armando Alvares Penteado,1,university,1941-1970,['university']
http://www.wikidata.org/entity/Q103682,Fritz Gajewski,1885,education,http://www.wikidata.org/entity/Q154804,Leipzig University,4,comprehensive university | open-access publisher | public university | university of applied sciences,1881-1910,"['comprehensive university', 'open-access publisher', 'public university', 'university of applied sciences']"
http://www.wikidata.org/entity/Q104123785,Mikael Rautanen,1985,education,http://www.wikidata.org/entity/Q1358296,Aalto University School of Business,1,business school,1971-2000,['business school']
http://www.wikidata.org/entity/Q104176089,Jane Karuku,1961,education,http://www.wikidata.org/entity/Q649998,University of Nairobi,1,university,1941-1970,['university']
http://www.wikidata.org/entity/Q104213982,Philippe Sans,1958,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1941-1970,['grande école']
http://www.wikidata.org/entity/Q104213982,Philippe Sans,1958,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1941-1970,"['alumni association', 'organization']"
http://www.wikidata.org/entity/Q104217168,Ahuva Turgeman,1962,education,http://www.wikidata.org/entity/Q7094417,Ono Academic College,1,college,1941-1970,['college']
http://www.wikidata.org/entity/Q104313232,Thierry Gharib,1964,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1941-1970,['grande école']
http://www.wikidata.org/entity/Q104313232,Thierry Gharib,1964,education,http://www.wikidata.org/entity/Q174335,French Civil Aviation University,1,school of the french public service,1941-1970,['school of the french public service']
http://www.wikidata.org/entity/Q104313232,Thierry Gharib,1964,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1941-1970,"['alumni association', 'organization']"
http://www.wikidata.org/entity/Q1043135,Carlos Pellas Chamorro,1953,education,http://www.wikidata.org/entity/Q5142792,Colegio Centro América,1,school,1941-1970,['school']
http://www.wikidata.org/entity/Q1043135,Carlos Pellas Chamorro,1953,education,http://www.wikidata.org/entity/Q41506,Stanford University,4,open-access publisher | private not-for-profit educational institution | private university | research university,1941-1970,"['open-access publisher', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q104417656,Emmanuel Levacher,1962,education,http://www.wikidata.org/entity/Q49088,Columbia University,5,colonial colleges | organization | private not-for-profit educational institution | private university | research university,1941-1970,"['colonial colleges', 'organization', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q104417656,Emmanuel Levacher,1962,education,http://www.wikidata.org/entity/Q859363,Sciences Po,5,academic publisher | grand établissement | grande école | organization | public university,1941-1970,"['academic publisher', 'grand établissement', 'grande école', 'organization', 'public university']"
http://www.wikidata.org/entity/Q104417656,Emmanuel Levacher,1962,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1941-1970,"['alumni association', 'organization']"
http://www.wikidata.org/entity/Q104417656,Emmanuel Levacher,1962,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1941-1970,['grande école']
http://www.wikidata.org/entity/Q104519812,Lin Qi,1981,education,http://www.wikidata.org/entity/Q6963688,Nanjing University of Posts and Telecommunications,1,university,1971-2000,['university']
http://www.wikidata.org/entity/Q104520996,Stephen Amoah,1970,education,http://www.wikidata.org/entity/Q3183295,University of Derby,1,public university,1941-1970,['public university']
http://www.wikidata.org/entity/Q104520996,Stephen Amoah,1970,education,http://www.wikidata.org/entity/Q1654025,Kwame Nkrumah University of Science and Technology,1,public university,1941-1970,['public university']
http://www.wikidata.org/entity/Q104520996,Stephen Amoah,1970,education,http://www.wikidata.org/entity/Q7098402,Opoku Ware Senior High School,5,boarding school | educational institution | high school | public school | single-sex school,1941-1970,"['boarding school', 'educational institution', 'high school', 'public school', 'single-sex school']"
http://www.wikidata.org/entity/Q1045681,Carsten Spohr,1966,education,http://www.wikidata.org/entity/Q309988,Karlsruhe Institute of Technology,5,institute of technology | organization | public university | research institute | university of excellence,1941-1970,"['institute of technology', 'organization', 'public university', 'research institute', 'university of excellence']"
http://www.wikidata.org/entity/Q104586780,Igal Carmi,1954,education,http://www.wikidata.org/entity/Q319239,Tel Aviv University,3,open-access publisher | ottoman association | university,1941-1970,"['open-access publisher', 'ottoman association', 'university']"
http://www.wikidata.org/entity/Q104586780,Igal Carmi,1954,education,http://www.wikidata.org/entity/Q49210,New York University,4,private not-for-profit educational institution | private university | research university | workplace,1941-1970,"['private not-for-profit educational institution', 'private university', 'research university', 'workplace']"
http://www.wikidata.org/entity/Q104631405,Marta Álvarez Guil,1967,education,http://www.wikidata.org/entity/Q32821,CEU San Pablo University,1,private university,1941-1970,['private university']
http://www.wikidata.org/entity/Q104631405,Marta Álvarez Guil,1967,education,http://www.wikidata.org/entity/Q7748,law,1,academic discipline,1941-1970,['academic discipline']
http://www.wikidata.org/entity/Q104639301,Glenys Baldick,1954,education,http://www.wikidata.org/entity/Q6771669,Marlborough Girls' College,2,public school | secondary school,1941-1970,"['public school', 'secondary school']"
http://www.wikidata.org/entity/Q104758759,Bruno Tallent,1966,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1941-1970,"['alumni association', 'organization']"
http://www.wikidata.org/entity/Q104758759,Bruno Tallent,1966,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1941-1970,['grande école']
http://www.wikidata.org/entity/Q104760616,Valentin Sushko,1932,membership,http://www.wikidata.org/entity/Q2170942,Royal Aeronautical Society,1,professional association,1911-1940,['professional association']
http://www.wikidata.org/entity/Q104760616,Valentin Sushko,1932,employment,http://www.wikidata.org/entity/Q1719898,Moscow Aviation Institute,3,national research university | open-access publisher | publishing company,1911-1940,"['national research university', 'open-access publisher', 'publishing company']"
http://www.wikidata.org/entity/Q104760616,Valentin Sushko,1932,education,http://www.wikidata.org/entity/Q2387454,National Aviation University,1,university,1911-1940,['university']
http://www.wikidata.org/entity/Q104771325,Yvan Bonneton,1967,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1941-1970,"['alumni association', 'organization']"
http://www.wikidata.org/entity/Q104771325,Yvan Bonneton,1967,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1941-1970,['grande école']
http://www.wikidata.org/entity/Q104771325,Yvan Bonneton,1967,membership,http://www.wikidata.org/entity/Q598576,Deutsch-Französische Industrie- und Handelskammer,2,chamber of commerce and industry | regulatory college,1941-1970,"['chamber of commerce and industry', 'regulatory college']"
http://www.wikidata.org/entity/Q104836922,Markku Moilanen,1961,education,http://www.wikidata.org/entity/Q1646874,Helsinki University of Technology,1,university,1941-1970,['university']
http://www.wikidata.org/entity/Q104958419,Michael Mendes,1963,education,http://www.wikidata.org/entity/Q174710,"University of California, Los Angeles",5,organization | public educational institution of the united states | public research university | university | university campus,1941-1970,"['organization', 'public educational institution of the united states', 'public research university', 'university', 'university campus']"
http://www.wikidata.org/entity/Q104978342,Fincy Pierre,1991,employment,http://www.wikidata.org/entity/Q105620930,Balistrad,6,communications media | company | mass media | media company | online newspaper | organization,1971-2000,"['communications media', 'company', 'mass media', 'media company', 'online newspaper', 'organization']"
http://www.wikidata.org/entity/Q104978342,Fincy Pierre,1991,membership,http://www.wikidata.org/entity/Q125228422,SOAD Haiti,1,association,1971-2000,['association']
http://www.wikidata.org/entity/Q104978342,Fincy Pierre,1991,membership,http://www.wikidata.org/entity/Q105620930,Balistrad,6,communications media | company | mass media | media company | online newspaper | organization,1971-2000,"['communications media', 'company', 'mass media', 'media company', 'online newspaper', 'organization']"
http://www.wikidata.org/entity/Q104978342,Fincy Pierre,1991,education,http://www.wikidata.org/entity/Q16682060,Quisqueya University,1,private university,1971-2000,['private university']
http://www.wikidata.org/entity/Q105037798,Philippe-Loïc Jacob,1964,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1941-1970,"['alumni association', 'organization']"
http://www.wikidata.org/entity/Q105037798,Philippe-Loïc Jacob,1964,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1941-1970,['grande école']
http://www.wikidata.org/entity/Q105186158,Ishmael Tetteh Aryeetey,1950,education,http://www.wikidata.org/entity/Q1249005,University of Dundee,2,public research university | university,1941-1970,"['public research university', 'university']"
http://www.wikidata.org/entity/Q105186158,Ishmael Tetteh Aryeetey,1950,education,http://www.wikidata.org/entity/Q174570,London School of Economics and Political Science,3,educational organization | higher education institution | public research university,1941-1970,"['educational organization', 'higher education institution', 'public research university']"
http://www.wikidata.org/entity/Q105223109,Kwasi Sainti Baffoe-Bonnie,1950,education,http://www.wikidata.org/entity/Q746079,University of Cape Coast,1,public university,1941-1970,['public university']
http://www.wikidata.org/entity/Q105223109,Kwasi Sainti Baffoe-Bonnie,1950,education,http://www.wikidata.org/entity/Q1075339,Ohio University,2,public educational institution of the united states | public university,1941-1970,"['public educational institution of the united states', 'public university']"
http://www.wikidata.org/entity/Q105261874,Morgan Margolis,1966,education,http://www.wikidata.org/entity/Q5756639,High School of Performing Arts,1,high school,1941-1970,['high school']
http://www.wikidata.org/entity/Q105299925,Joseph Draznin,1956,education,http://www.wikidata.org/entity/Q503415,University of Maryland,4,land-grant university | public educational institution of the united states | public research university | publishing company,1941-1970,"['land-grant university', 'public educational institution of the united states', 'public research university', 'publishing company']"
http://www.wikidata.org/entity/Q105299925,Joseph Draznin,1956,education,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem,2,geographic location | university,1941-1970,"['geographic location', 'university']"
http://www.wikidata.org/entity/Q105299925,Joseph Draznin,1956,education,http://www.wikidata.org/entity/Q591115,University of Haifa,1,public research university,1941-1970,['public research university']
http://www.wikidata.org/entity/Q105321085,Asunción Ruiz,1966,education,http://www.wikidata.org/entity/Q788091,Autonomous University of Madrid,2,open-access publisher | public university,1941-1970,"['open-access publisher', 'public university']"
http://www.wikidata.org/entity/Q105323523,Annica Bresky,1975,education,http://www.wikidata.org/entity/Q185246,Uppsala University,2,swedish government agency | university,1971-2000,"['swedish government agency', 'university']"
http://www.wikidata.org/entity/Q105335639,Barbara Belvisi,1985,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1971-2000,"['alumni association', 'organization']"
http://www.wikidata.org/entity/Q105335639,Barbara Belvisi,1985,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1971-2000,['grande école']
http://www.wikidata.org/entity/Q105392636,Xu Xiaoliang,1973,education,http://www.wikidata.org/entity/Q2034790,East China Normal University,2,higher education institution directly under ministry of education of the people’s republic of china | public university,1971-2000,"['higher education institution directly under ministry of education of the people’s republic of china', 'public university']"
http://www.wikidata.org/entity/Q105394910,Bettina Ducat,1977,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1971-2000,"['alumni association', 'organization']"
http://www.wikidata.org/entity/Q105394910,Bettina Ducat,1977,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1971-2000,['grande école']
http://www.wikidata.org/entity/Q105394910,Bettina Ducat,1977,education,http://www.wikidata.org/entity/Q673354,University of St. Gallen,2,public university | research university,1971-2000,"['public university', 'research university']"
http://www.wikidata.org/entity/Q105575819,Bill Bayfield,1950,education,http://www.wikidata.org/entity/Q606140,University of Waikato,2,open-access publisher | public university,1941-1970,"['open-access publisher', 'public university']"
http://www.wikidata.org/entity/Q105580846,Ted Friedlander,1922,education,http://www.wikidata.org/entity/Q6247800,John McGlashan College,4,boarding school | private school | secondary school | state-integrated school,1911-1940,"['boarding school', 'private school', 'secondary school', 'state-integrated school']"
http://www.wikidata.org/entity/Q105646104,Christian Levin,1967,education,http://www.wikidata.org/entity/Q854280,Royal Institute of Technology,2,swedish government agency | university,1941-1970,"['swedish government agency', 'university']"
http://www.wikidata.org/entity/Q105647796,Stephen Bird,1967,education,http://www.wikidata.org/entity/Q1035745,Cardiff University,1,public research university,1941-1970,['public research university']
http://www.wikidata.org/entity/Q105693319,Laurent Prud’homme,1974,education,http://www.wikidata.org/entity/Q3268926,Lycée Saint-Louis-de-Gonzague,1,educational facility,1971-2000,['educational facility']
http://www.wikidata.org/entity/Q105693319,Laurent Prud’homme,1974,education,http://www.wikidata.org/entity/Q55849612,Paris Cité University,1,university in france,1971-2000,['university in france']
http://www.wikidata.org/entity/Q105693319,Laurent Prud’homme,1974,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1971-2000,"['alumni association', 'organization']"
http://www.wikidata.org/entity/Q105693319,Laurent Prud’homme,1974,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1971-2000,['grande école']
http://www.wikidata.org/entity/Q105693319,Laurent Prud’homme,1974,education,http://www.wikidata.org/entity/Q662976,Panthéon-Assas University Paris,1,university in france,1971-2000,['university in france']
http://www.wikidata.org/entity/Q105756224,Lou Richardson,1940,membership,http://www.wikidata.org/entity/Q3351976,Omega Psi Phi,1,fraternity,1911-1940,['fraternity']
http://www.wikidata.org/entity/Q105756224,Lou Richardson,1940,education,http://www.wikidata.org/entity/Q1797817,Hampton University,3,historically black college or university | private not-for-profit educational institution | university,1911-1940,"['historically black college or university', 'private not-for-profit educational institution', 'university']"
http://www.wikidata.org/entity/Q105771371,Leonard H. Straus,1914,education,http://www.wikidata.org/entity/Q49122,Harvard Law School,3,graduate school | law school | publishing company,1911-1940,"['graduate school', 'law school', 'publishing company']"
http://www.wikidata.org/entity/Q105771371,Leonard H. Straus,1914,education,http://www.wikidata.org/entity/Q499451,Rutgers University,4,colonial colleges | land-grant university | public research university | sea grant institution,1911-1940,"['colonial colleges', 'land-grant university', 'public research university', 'sea grant institution']"
http://www.wikidata.org/entity/Q105809005,Omar Berrada,1978,education,http://www.wikidata.org/entity/Q705316,IESE Business School,1,business school,1971-2000,['business school']
http://www.wikidata.org/entity/Q105809005,Omar Berrada,1978,education,http://www.wikidata.org/entity/Q5413406,EU Business School,2,business school | university,1971-2000,"['business school', 'university']"
http://www.wikidata.org/entity/Q105817026,Sall Grover,1984,education,http://www.wikidata.org/entity/Q892188,Bond University,2,open-access publisher | private university,1971-2000,"['open-access publisher', 'private university']"
http://www.wikidata.org/entity/Q105908809,Jacques Lagarde,1938,education,http://www.wikidata.org/entity/Q13371,Harvard University,4,colonial colleges | private not-for-profit educational institution | private university | research university,1911-1940,"['colonial colleges', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q105908809,Jacques Lagarde,1938,employment,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1911-1940,['grande école']
http://www.wikidata.org/entity/Q105908809,Jacques Lagarde,1938,education,http://www.wikidata.org/entity/Q273535,HEC Paris,1,business school,1911-1940,['business school']
http://www.wikidata.org/entity/Q105908809,Jacques Lagarde,1938,membership,http://www.wikidata.org/entity/Q112611146,HEC Alumni,1,organization,1911-1940,['organization']
http://www.wikidata.org/entity/Q105908809,Jacques Lagarde,1938,membership,http://www.wikidata.org/entity/Q83909419,Harvard Alumni Association,1,alumni association,1911-1940,['alumni association']
http://www.wikidata.org/entity/Q105924476,Saint-Cyr Penot,1839,employment,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1811-1850,['grande école']
http://www.wikidata.org/entity/Q105924476,Saint-Cyr Penot,1839,membership,http://www.wikidata.org/entity/Q21777946,Société de géographie (Lyon),1,learned society,1811-1850,['learned society']
http://www.wikidata.org/entity/Q105932307,Georges Coutellier,1912,employment,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1911-1940,['grande école']
http://www.wikidata.org/entity/Q105964680,Paul Oord,1965,education,http://www.wikidata.org/entity/Q604629,BI Norwegian Business School,2,business school | nonprofit organization,1941-1970,"['business school', 'nonprofit organization']"
http://www.wikidata.org/entity/Q105994683,Maurice Pointner,1989,education,http://www.wikidata.org/entity/Q674568,Montanuniversität Leoben,1,university,1971-2000,['university']
http://www.wikidata.org/entity/Q105995048,Pascal Debruyne,1979,education,http://www.wikidata.org/entity/Q1137665,Ghent University,4,educational institution | open-access publisher | organization | public university,1971-2000,"['educational institution', 'open-access publisher', 'organization', 'public university']"
http://www.wikidata.org/entity/Q106076832,Joachim Kreuzburg,1965,education,http://www.wikidata.org/entity/Q678982,Leibniz University Hannover,2,comprehensive university | public university,1941-1970,"['comprehensive university', 'public university']"
http://www.wikidata.org/entity/Q106166620,Kristin Wallevik,1965,education,http://www.wikidata.org/entity/Q703620,Copenhagen Business School,2,business school | open-access publisher,1941-1970,"['business school', 'open-access publisher']"
http://www.wikidata.org/entity/Q106166620,Kristin Wallevik,1965,education,http://www.wikidata.org/entity/Q1946114,Middlebury Institute of International Studies at Monterey,3,private not-for-profit educational institution | university | verwaltungshochschule,1941-1970,"['private not-for-profit educational institution', 'university', 'verwaltungshochschule']"
http://www.wikidata.org/entity/Q106238379,Deepinder Goyal,1985,education,http://www.wikidata.org/entity/Q1194650,Indian Institute of Technology Delhi,1,institute of technology,1971-2000,['institute of technology']
http://www.wikidata.org/entity/Q106252469,Gillian Greer,1944,education,http://www.wikidata.org/entity/Q492467,University of Auckland,1,public university,1941-1970,['public university']
http://www.wikidata.org/entity/Q106252469,Gillian Greer,1944,employment,http://www.wikidata.org/entity/Q1150437,Victoria University of Wellington,1,public university,1941-1970,['public university']
http://www.wikidata.org/entity/Q106252469,Gillian Greer,1944,education,http://www.wikidata.org/entity/Q7592914,St Cuthbert's College,4,boarding school | combined school | private school | secondary school,1941-1970,"['boarding school', 'combined school', 'private school', 'secondary school']"
http://www.wikidata.org/entity/Q106426684,Olugbenga Agboola,1984,education,http://www.wikidata.org/entity/Q142740,MIT Sloan School of Management,3,business school | faculty | publishing company,1971-2000,"['business school', 'faculty', 'publishing company']"
http://www.wikidata.org/entity/Q106489525,Paul Hatte,1993,membership,http://www.wikidata.org/entity/Q60708123,Association des sciences po,1,organization,1971-2000,['organization']
http://www.wikidata.org/entity/Q106489525,Paul Hatte,1993,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1971-2000,['grande école']
http://www.wikidata.org/entity/Q106489525,Paul Hatte,1993,education,http://www.wikidata.org/entity/Q3268614,Lycée Carnot,2,lycée | school building,1971-2000,"['lycée', 'school building']"
http://www.wikidata.org/entity/Q106489525,Paul Hatte,1993,education,http://www.wikidata.org/entity/Q859363,Sciences Po,5,academic publisher | grand établissement | grande école | organization | public university,1971-2000,"['academic publisher', 'grand établissement', 'grande école', 'organization', 'public university']"
http://www.wikidata.org/entity/Q106489525,Paul Hatte,1993,education,http://www.wikidata.org/entity/Q106107980,Faculté des lettres de Sorbonne Université,2,faculty | regroupement de composantes,1971-2000,"['faculty', 'regroupement de composantes']"
http://www.wikidata.org/entity/Q106489525,Paul Hatte,1993,education,http://www.wikidata.org/entity/Q546118,Paris-Sorbonne University - Paris IV,2,former educational institution | university in france,1971-2000,"['former educational institution', 'university in france']"
http://www.wikidata.org/entity/Q106489525,Paul Hatte,1993,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1971-2000,"['alumni association', 'organization']"
http://www.wikidata.org/entity/Q106595481,Marga Hoek,1965,education,http://www.wikidata.org/entity/Q214341,University of Amsterdam,2,research institute | university,1941-1970,"['research institute', 'university']"
http://www.wikidata.org/entity/Q106595481,Marga Hoek,1965,education,http://www.wikidata.org/entity/Q106661433,Q106661433,1,educational institution,1941-1970,['educational institution']
http://www.wikidata.org/entity/Q106595481,Marga Hoek,1965,education,http://www.wikidata.org/entity/Q633529,Erasmus University Rotterdam,2,organization | public university,1941-1970,"['organization', 'public university']"
http://www.wikidata.org/entity/Q106608388,Kim Noguera Gabrielli,1980,education,http://www.wikidata.org/entity/Q55044,Ludwig-Maximilians-Universität München,4,comprehensive university | public research university | public university | university of excellence,1971-2000,"['comprehensive university', 'public research university', 'public university', 'university of excellence']"
http://www.wikidata.org/entity/Q106621876,Susan Ruzenski,2000,education,http://www.wikidata.org/entity/Q49210,New York University,4,private not-for-profit educational institution | private university | research university | workplace,1971-2000,"['private not-for-profit educational institution', 'private university', 'research university', 'workplace']"
